zip5	hrrcity	hrrstate	hrr	region
00501	East Long Island	NY	301	3
00544	East Long Island	NY	301	3
01001	Springfield	MA	230	2
01002	Springfield	MA	230	2
01003	Springfield	MA	230	2
01004	Springfield	MA	230	2
01005	Worcester	MA	231	2
01007	Springfield	MA	230	2
01008	Springfield	MA	230	2
01009	Springfield	MA	230	2
01010	Worcester	MA	231	2
01011	Albany	NY	295	4
01012	Springfield	MA	230	2
01013	Springfield	MA	230	2
01014	Springfield	MA	230	2
01020	Springfield	MA	230	2
01021	Springfield	MA	230	2
01022	Springfield	MA	230	2
01026	Springfield	MA	230	2
01027	Springfield	MA	230	2
01028	Springfield	MA	230	2
01029	Springfield	MA	230	2
01030	Springfield	MA	230	2
01031	Springfield	MA	230	2
01032	Springfield	MA	230	2
01033	Springfield	MA	230	2
01034	Springfield	MA	230	2
01035	Springfield	MA	230	2
01036	Springfield	MA	230	2
01037	Springfield	MA	230	2
01038	Springfield	MA	230	2
01039	Springfield	MA	230	2
01040	Springfield	MA	230	2
01041	Springfield	MA	230	2
01050	Springfield	MA	230	2
01053	Springfield	MA	230	2
01054	Springfield	MA	230	2
01056	Springfield	MA	230	2
01057	Springfield	MA	230	2
01059	Springfield	MA	230	2
01060	Springfield	MA	230	2
01061	Springfield	MA	230	2
01062	Springfield	MA	230	2
01063	Springfield	MA	230	2
01066	Springfield	MA	230	2
01068	Worcester	MA	231	2
01069	Springfield	MA	230	2
01070	Springfield	MA	230	2
01071	Springfield	MA	230	2
01072	Springfield	MA	230	2
01073	Springfield	MA	230	2
01074	Worcester	MA	231	2
01075	Springfield	MA	230	2
01077	Springfield	MA	230	2
01079	Springfield	MA	230	2
01080	Springfield	MA	230	2
01081	Worcester	MA	231	2
01082	Springfield	MA	230	2
01083	Springfield	MA	230	2
01084	Springfield	MA	230	2
01085	Springfield	MA	230	2
01086	Springfield	MA	230	2
01088	Springfield	MA	230	2
01089	Springfield	MA	230	2
01090	Springfield	MA	230	2
01092	Springfield	MA	230	2
01093	Springfield	MA	230	2
01094	Springfield	MA	230	2
01095	Springfield	MA	230	2
01096	Springfield	MA	230	2
01097	Springfield	MA	230	2
01098	Springfield	MA	230	2
01101	Springfield	MA	230	2
01102	Springfield	MA	230	2
01103	Springfield	MA	230	2
01104	Springfield	MA	230	2
01105	Springfield	MA	230	2
01106	Springfield	MA	230	2
01107	Springfield	MA	230	2
01108	Springfield	MA	230	2
01109	Springfield	MA	230	2
01111	Springfield	MA	230	2
01115	Springfield	MA	230	2
01116	Springfield	MA	230	2
01118	Springfield	MA	230	2
01119	Springfield	MA	230	2
01128	Springfield	MA	230	2
01129	Springfield	MA	230	2
01133	Springfield	MA	230	2
01138	Springfield	MA	230	2
01139	Springfield	MA	230	2
01144	Springfield	MA	230	2
01151	Springfield	MA	230	2
01152	Springfield	MA	230	2
01195	Springfield	MA	230	2
01199	Springfield	MA	230	2
01201	Albany	NY	295	4
01202	Albany	NY	295	4
01203	Albany	NY	295	4
01220	Springfield	MA	230	2
01222	Springfield	MA	230	2
01223	Albany	NY	295	4
01224	Albany	NY	295	4
01225	Albany	NY	295	4
01226	Albany	NY	295	4
01227	Albany	NY	295	4
01229	Albany	NY	295	4
01230	Springfield	MA	230	2
01235	Albany	NY	295	4
01236	Springfield	MA	230	2
01237	Albany	NY	295	4
01238	Albany	NY	295	4
01240	Albany	NY	295	4
01242	Albany	NY	295	4
01243	Albany	NY	295	4
01244	Springfield	MA	230	2
01245	Springfield	MA	230	2
01247	Springfield	MA	230	2
01252	Springfield	MA	230	2
01253	Springfield	MA	230	2
01254	Albany	NY	295	4
01255	Springfield	MA	230	2
01256	Springfield	MA	230	2
01257	Springfield	MA	230	2
01258	Springfield	MA	230	2
01259	Springfield	MA	230	2
01260	Albany	NY	295	4
01262	Albany	NY	295	4
01263	Albany	NY	295	4
01264	Albany	NY	295	4
01266	Albany	NY	295	4
01267	Springfield	MA	230	2
01270	Albany	NY	295	4
01301	Springfield	MA	230	2
01302	Springfield	MA	230	2
01330	Springfield	MA	230	2
01331	Worcester	MA	231	2
01337	Springfield	MA	230	2
01338	Springfield	MA	230	2
01339	Springfield	MA	230	2
01340	Springfield	MA	230	2
01341	Springfield	MA	230	2
01342	Springfield	MA	230	2
01343	Springfield	MA	230	2
01344	Springfield	MA	230	2
01346	Springfield	MA	230	2
01347	Springfield	MA	230	2
01349	Springfield	MA	230	2
01350	Springfield	MA	230	2
01351	Springfield	MA	230	2
01354	Springfield	MA	230	2
01355	Worcester	MA	231	2
01360	Springfield	MA	230	2
01364	Worcester	MA	231	2
01366	Worcester	MA	231	2
01367	Springfield	MA	230	2
01368	Worcester	MA	231	2
01370	Springfield	MA	230	2
01373	Springfield	MA	230	2
01375	Springfield	MA	230	2
01376	Springfield	MA	230	2
01378	Worcester	MA	231	2
01379	Springfield	MA	230	2
01380	Springfield	MA	230	2
01420	Worcester	MA	231	2
01430	Worcester	MA	231	2
01431	Worcester	MA	231	2
01432	Boston	MA	227	2
01434	Boston	MA	227	2
01436	Worcester	MA	231	2
01438	Worcester	MA	231	2
01440	Worcester	MA	231	2
01441	Worcester	MA	231	2
01450	Boston	MA	227	2
01451	Boston	MA	227	2
01452	Worcester	MA	231	2
01453	Worcester	MA	231	2
01460	Boston	MA	227	2
01462	Worcester	MA	231	2
01463	Boston	MA	227	2
01464	Boston	MA	227	2
01467	Boston	MA	227	2
01468	Worcester	MA	231	2
01469	Boston	MA	227	2
01471	Boston	MA	227	2
01472	Boston	MA	227	2
01473	Worcester	MA	231	2
01474	Worcester	MA	231	2
01475	Worcester	MA	231	2
01477	Worcester	MA	231	2
01501	Worcester	MA	231	2
01503	Worcester	MA	231	2
01504	Providence	RI	364	1
01505	Worcester	MA	231	2
01506	Worcester	MA	231	2
01507	Worcester	MA	231	2
01508	Worcester	MA	231	2
01509	Worcester	MA	231	2
01510	Worcester	MA	231	2
01515	Worcester	MA	231	2
01516	Worcester	MA	231	2
01517	Worcester	MA	231	2
01518	Worcester	MA	231	2
01519	Worcester	MA	231	2
01520	Worcester	MA	231	2
01521	Worcester	MA	231	2
01522	Worcester	MA	231	2
01523	Worcester	MA	231	2
01524	Worcester	MA	231	2
01525	Worcester	MA	231	2
01526	Worcester	MA	231	2
01527	Worcester	MA	231	2
01529	Providence	RI	364	1
01531	Worcester	MA	231	2
01532	Worcester	MA	231	2
01534	Worcester	MA	231	2
01535	Worcester	MA	231	2
01536	Worcester	MA	231	2
01537	Worcester	MA	231	2
01538	Worcester	MA	231	2
01540	Worcester	MA	231	2
01541	Worcester	MA	231	2
01542	Worcester	MA	231	2
01543	Worcester	MA	231	2
01545	Worcester	MA	231	2
01546	Worcester	MA	231	2
01550	Worcester	MA	231	2
01560	Worcester	MA	231	2
01561	Worcester	MA	231	2
01562	Worcester	MA	231	2
01564	Worcester	MA	231	2
01566	Worcester	MA	231	2
01568	Worcester	MA	231	2
01569	Worcester	MA	231	2
01570	Worcester	MA	231	2
01571	Worcester	MA	231	2
01580	Worcester	MA	231	2
01581	Worcester	MA	231	2
01582	Worcester	MA	231	2
01583	Worcester	MA	231	2
01585	Springfield	MA	230	2
01586	Worcester	MA	231	2
01588	Worcester	MA	231	2
01590	Worcester	MA	231	2
01601	Worcester	MA	231	2
01602	Worcester	MA	231	2
01603	Worcester	MA	231	2
01604	Worcester	MA	231	2
01605	Worcester	MA	231	2
01606	Worcester	MA	231	2
01607	Worcester	MA	231	2
01608	Worcester	MA	231	2
01609	Worcester	MA	231	2
01610	Worcester	MA	231	2
01611	Worcester	MA	231	2
01612	Worcester	MA	231	2
01613	Worcester	MA	231	2
01614	Worcester	MA	231	2
01615	Worcester	MA	231	2
01653	Worcester	MA	231	2
01654	Worcester	MA	231	2
01655	Worcester	MA	231	2
01701	Boston	MA	227	2
01702	Boston	MA	227	2
01703	Boston	MA	227	2
01704	Boston	MA	227	2
01705	Boston	MA	227	2
01718	Boston	MA	227	2
01719	Boston	MA	227	2
01720	Boston	MA	227	2
01721	Boston	MA	227	2
01730	Boston	MA	227	2
01731	Boston	MA	227	2
01740	Worcester	MA	231	2
01741	Boston	MA	227	2
01742	Boston	MA	227	2
01745	Boston	MA	227	2
01746	Boston	MA	227	2
01747	Worcester	MA	231	2
01748	Boston	MA	227	2
01749	Worcester	MA	231	2
01752	Worcester	MA	231	2
01754	Boston	MA	227	2
01756	Worcester	MA	231	2
01757	Boston	MA	227	2
01760	Boston	MA	227	2
01770	Boston	MA	227	2
01772	Boston	MA	227	2
01773	Boston	MA	227	2
01775	Boston	MA	227	2
01776	Boston	MA	227	2
01778	Boston	MA	227	2
01784	Boston	MA	227	2
01801	Boston	MA	227	2
01803	Boston	MA	227	2
01805	Boston	MA	227	2
01806	Boston	MA	227	2
01807	Boston	MA	227	2
01808	Boston	MA	227	2
01810	Boston	MA	227	2
01812	Boston	MA	227	2
01813	Boston	MA	227	2
01815	Boston	MA	227	2
01821	Boston	MA	227	2
01822	Boston	MA	227	2
01824	Boston	MA	227	2
01826	Boston	MA	227	2
01827	Boston	MA	227	2
01830	Boston	MA	227	2
01831	Boston	MA	227	2
01832	Boston	MA	227	2
01833	Boston	MA	227	2
01834	Boston	MA	227	2
01835	Boston	MA	227	2
01840	Boston	MA	227	2
01841	Boston	MA	227	2
01842	Boston	MA	227	2
01843	Boston	MA	227	2
01844	Boston	MA	227	2
01845	Boston	MA	227	2
01850	Boston	MA	227	2
01851	Boston	MA	227	2
01852	Boston	MA	227	2
01853	Boston	MA	227	2
01854	Boston	MA	227	2
01860	Boston	MA	227	2
01862	Boston	MA	227	2
01863	Boston	MA	227	2
01864	Boston	MA	227	2
01865	Boston	MA	227	2
01866	Boston	MA	227	2
01867	Boston	MA	227	2
01876	Boston	MA	227	2
01879	Boston	MA	227	2
01880	Boston	MA	227	2
01885	Boston	MA	227	2
01886	Boston	MA	227	2
01887	Boston	MA	227	2
01888	Boston	MA	227	2
01889	Boston	MA	227	2
01890	Boston	MA	227	2
01899	Boston	MA	227	2
01901	Boston	MA	227	2
01902	Boston	MA	227	2
01903	Boston	MA	227	2
01904	Boston	MA	227	2
01905	Boston	MA	227	2
01906	Boston	MA	227	2
01907	Boston	MA	227	2
01908	Boston	MA	227	2
01910	Boston	MA	227	2
01913	Boston	MA	227	2
01915	Boston	MA	227	2
01921	Boston	MA	227	2
01922	Boston	MA	227	2
01923	Boston	MA	227	2
01929	Boston	MA	227	2
01930	Boston	MA	227	2
01931	Boston	MA	227	2
01936	Boston	MA	227	2
01937	Boston	MA	227	2
01938	Boston	MA	227	2
01940	Boston	MA	227	2
01944	Boston	MA	227	2
01945	Boston	MA	227	2
01949	Boston	MA	227	2
01950	Boston	MA	227	2
01951	Boston	MA	227	2
01952	Boston	MA	227	2
01960	Boston	MA	227	2
01961	Boston	MA	227	2
01965	Boston	MA	227	2
01966	Boston	MA	227	2
01969	Boston	MA	227	2
01970	Boston	MA	227	2
01971	Boston	MA	227	2
01982	Boston	MA	227	2
01983	Boston	MA	227	2
01984	Boston	MA	227	2
01985	Boston	MA	227	2
02018	Boston	MA	227	2
02019	Providence	RI	364	1
02020	Boston	MA	227	2
02021	Boston	MA	227	2
02025	Boston	MA	227	2
02026	Boston	MA	227	2
02027	Boston	MA	227	2
02030	Boston	MA	227	2
02032	Boston	MA	227	2
02035	Boston	MA	227	2
02038	Boston	MA	227	2
02040	Boston	MA	227	2
02041	Boston	MA	227	2
02043	Boston	MA	227	2
02044	Boston	MA	227	2
02045	Boston	MA	227	2
02047	Boston	MA	227	2
02048	Providence	RI	364	1
02050	Boston	MA	227	2
02051	Boston	MA	227	2
02052	Boston	MA	227	2
02053	Boston	MA	227	2
02054	Boston	MA	227	2
02055	Boston	MA	227	2
02056	Boston	MA	227	2
02059	Boston	MA	227	2
02060	Boston	MA	227	2
02061	Boston	MA	227	2
02062	Boston	MA	227	2
02065	Boston	MA	227	2
02066	Boston	MA	227	2
02067	Boston	MA	227	2
02070	Boston	MA	227	2
02071	Boston	MA	227	2
02072	Boston	MA	227	2
02081	Boston	MA	227	2
02090	Boston	MA	227	2
02093	Boston	MA	227	2
02108	Boston	MA	227	2
02109	Boston	MA	227	2
02110	Boston	MA	227	2
02111	Boston	MA	227	2
02112	Boston	MA	227	2
02113	Boston	MA	227	2
02114	Boston	MA	227	2
02115	Boston	MA	227	2
02116	Boston	MA	227	2
02117	Boston	MA	227	2
02118	Boston	MA	227	2
02119	Boston	MA	227	2
02120	Boston	MA	227	2
02121	Boston	MA	227	2
02122	Boston	MA	227	2
02123	Boston	MA	227	2
02124	Boston	MA	227	2
02125	Boston	MA	227	2
02126	Boston	MA	227	2
02127	Boston	MA	227	2
02128	Boston	MA	227	2
02129	Boston	MA	227	2
02130	Boston	MA	227	2
02131	Boston	MA	227	2
02132	Boston	MA	227	2
02133	Boston	MA	227	2
02134	Boston	MA	227	2
02135	Boston	MA	227	2
02136	Boston	MA	227	2
02137	Boston	MA	227	2
02138	Boston	MA	227	2
02139	Boston	MA	227	2
02140	Boston	MA	227	2
02141	Boston	MA	227	2
02142	Boston	MA	227	2
02143	Boston	MA	227	2
02144	Boston	MA	227	2
02145	Boston	MA	227	2
02148	Boston	MA	227	2
02149	Boston	MA	227	2
02150	Boston	MA	227	2
02151	Boston	MA	227	2
02152	Boston	MA	227	2
02153	Boston	MA	227	2
02155	Boston	MA	227	2
02156	Boston	MA	227	2
02163	Boston	MA	227	2
02169	Boston	MA	227	2
02170	Boston	MA	227	2
02171	Boston	MA	227	2
02176	Boston	MA	227	2
02180	Boston	MA	227	2
02184	Boston	MA	227	2
02185	Boston	MA	227	2
02186	Boston	MA	227	2
02187	Boston	MA	227	2
02188	Boston	MA	227	2
02189	Boston	MA	227	2
02190	Boston	MA	227	2
02191	Boston	MA	227	2
02196	Boston	MA	227	2
02199	Boston	MA	227	2
02201	Boston	MA	227	2
02203	Boston	MA	227	2
02204	Boston	MA	227	2
02205	Boston	MA	227	2
02206	Boston	MA	227	2
02207	Boston	MA	227	2
02210	Boston	MA	227	2
02211	Boston	MA	227	2
02212	Boston	MA	227	2
02215	Boston	MA	227	2
02216	Boston	MA	227	2
02217	Boston	MA	227	2
02222	Boston	MA	227	2
02228	Boston	MA	227	2
02238	Boston	MA	227	2
02239	Boston	MA	227	2
02241	Boston	MA	227	2
02266	Boston	MA	227	2
02269	Boston	MA	227	2
02283	Boston	MA	227	2
02284	Boston	MA	227	2
02293	Boston	MA	227	2
02295	Boston	MA	227	2
02297	Boston	MA	227	2
02298	Boston	MA	227	2
02301	Boston	MA	227	2
02302	Boston	MA	227	2
02303	Boston	MA	227	2
02304	Boston	MA	227	2
02305	Boston	MA	227	2
02322	Boston	MA	227	2
02324	Boston	MA	227	2
02325	Boston	MA	227	2
02327	Boston	MA	227	2
02330	Boston	MA	227	2
02331	Boston	MA	227	2
02332	Boston	MA	227	2
02333	Boston	MA	227	2
02334	Boston	MA	227	2
02337	Boston	MA	227	2
02338	Boston	MA	227	2
02339	Boston	MA	227	2
02340	Boston	MA	227	2
02341	Boston	MA	227	2
02343	Boston	MA	227	2
02344	Boston	MA	227	2
02345	Boston	MA	227	2
02346	Boston	MA	227	2
02347	Boston	MA	227	2
02348	Boston	MA	227	2
02349	Boston	MA	227	2
02350	Boston	MA	227	2
02351	Boston	MA	227	2
02355	Boston	MA	227	2
02356	Boston	MA	227	2
02357	Boston	MA	227	2
02358	Boston	MA	227	2
02359	Boston	MA	227	2
02360	Boston	MA	227	2
02361	Boston	MA	227	2
02362	Boston	MA	227	2
02364	Boston	MA	227	2
02366	Boston	MA	227	2
02367	Boston	MA	227	2
02368	Boston	MA	227	2
02370	Boston	MA	227	2
02375	Boston	MA	227	2
02379	Boston	MA	227	2
02381	Boston	MA	227	2
02382	Boston	MA	227	2
02420	Boston	MA	227	2
02421	Boston	MA	227	2
02445	Boston	MA	227	2
02446	Boston	MA	227	2
02447	Boston	MA	227	2
02451	Boston	MA	227	2
02452	Boston	MA	227	2
02453	Boston	MA	227	2
02454	Boston	MA	227	2
02455	Boston	MA	227	2
02456	Boston	MA	227	2
02457	Boston	MA	227	2
02458	Boston	MA	227	2
02459	Boston	MA	227	2
02460	Boston	MA	227	2
02461	Boston	MA	227	2
02462	Boston	MA	227	2
02464	Boston	MA	227	2
02465	Boston	MA	227	2
02466	Boston	MA	227	2
02467	Boston	MA	227	2
02468	Boston	MA	227	2
02471	Boston	MA	227	2
02472	Boston	MA	227	2
02474	Boston	MA	227	2
02475	Boston	MA	227	2
02476	Boston	MA	227	2
02477	Boston	MA	227	2
02478	Boston	MA	227	2
02479	Boston	MA	227	2
02481	Boston	MA	227	2
02482	Boston	MA	227	2
02492	Boston	MA	227	2
02493	Boston	MA	227	2
02494	Boston	MA	227	2
02495	Boston	MA	227	2
02532	Boston	MA	227	2
02534	Boston	MA	227	2
02535	Boston	MA	227	2
02536	Boston	MA	227	2
02537	Boston	MA	227	2
02538	Boston	MA	227	2
02539	Boston	MA	227	2
02540	Boston	MA	227	2
02541	Boston	MA	227	2
02542	Boston	MA	227	2
02543	Boston	MA	227	2
02552	Boston	MA	227	2
02553	Boston	MA	227	2
02554	Boston	MA	227	2
02556	Boston	MA	227	2
02557	Boston	MA	227	2
02558	Boston	MA	227	2
02559	Boston	MA	227	2
02561	Boston	MA	227	2
02562	Boston	MA	227	2
02563	Boston	MA	227	2
02564	Boston	MA	227	2
02565	Boston	MA	227	2
02568	Boston	MA	227	2
02571	Boston	MA	227	2
02573	Boston	MA	227	2
02574	Boston	MA	227	2
02575	Boston	MA	227	2
02576	Boston	MA	227	2
02584	Boston	MA	227	2
02601	Boston	MA	227	2
02630	Boston	MA	227	2
02631	Boston	MA	227	2
02632	Boston	MA	227	2
02633	Boston	MA	227	2
02634	Boston	MA	227	2
02635	Boston	MA	227	2
02637	Boston	MA	227	2
02638	Boston	MA	227	2
02639	Boston	MA	227	2
02641	Boston	MA	227	2
02642	Boston	MA	227	2
02643	Boston	MA	227	2
02644	Boston	MA	227	2
02645	Boston	MA	227	2
02646	Boston	MA	227	2
02647	Boston	MA	227	2
02648	Boston	MA	227	2
02649	Boston	MA	227	2
02650	Boston	MA	227	2
02651	Boston	MA	227	2
02652	Boston	MA	227	2
02653	Boston	MA	227	2
02655	Boston	MA	227	2
02657	Boston	MA	227	2
02659	Boston	MA	227	2
02660	Boston	MA	227	2
02661	Boston	MA	227	2
02662	Boston	MA	227	2
02663	Boston	MA	227	2
02664	Boston	MA	227	2
02666	Boston	MA	227	2
02667	Boston	MA	227	2
02668	Boston	MA	227	2
02669	Boston	MA	227	2
02670	Boston	MA	227	2
02671	Boston	MA	227	2
02672	Boston	MA	227	2
02673	Boston	MA	227	2
02675	Boston	MA	227	2
02702	Boston	MA	227	2
02703	Providence	RI	364	1
02712	Providence	RI	364	1
02713	Boston	MA	227	2
02714	Boston	MA	227	2
02715	Boston	MA	227	2
02717	Boston	MA	227	2
02718	Boston	MA	227	2
02719	Boston	MA	227	2
02720	Boston	MA	227	2
02721	Boston	MA	227	2
02722	Boston	MA	227	2
02723	Boston	MA	227	2
02724	Boston	MA	227	2
02725	Boston	MA	227	2
02726	Boston	MA	227	2
02738	Boston	MA	227	2
02739	Boston	MA	227	2
02740	Boston	MA	227	2
02741	Boston	MA	227	2
02742	Boston	MA	227	2
02743	Boston	MA	227	2
02744	Boston	MA	227	2
02745	Boston	MA	227	2
02746	Boston	MA	227	2
02747	Boston	MA	227	2
02748	Boston	MA	227	2
02760	Providence	RI	364	1
02761	Providence	RI	364	1
02762	Providence	RI	364	1
02763	Providence	RI	364	1
02764	Boston	MA	227	2
02766	Providence	RI	364	1
02767	Boston	MA	227	2
02768	Boston	MA	227	2
02769	Providence	RI	364	1
02770	Boston	MA	227	2
02771	Providence	RI	364	1
02777	Boston	MA	227	2
02779	Boston	MA	227	2
02780	Boston	MA	227	2
02783	Boston	MA	227	2
02790	Boston	MA	227	2
02791	Boston	MA	227	2
02801	Boston	MA	227	2
02802	Providence	RI	364	1
02804	Providence	RI	364	1
02806	Providence	RI	364	1
02807	Providence	RI	364	1
02808	Providence	RI	364	1
02809	Providence	RI	364	1
02812	Providence	RI	364	1
02813	Providence	RI	364	1
02814	Providence	RI	364	1
02815	Providence	RI	364	1
02816	Providence	RI	364	1
02817	Providence	RI	364	1
02818	Providence	RI	364	1
02822	Providence	RI	364	1
02823	Providence	RI	364	1
02824	Providence	RI	364	1
02825	Providence	RI	364	1
02826	Providence	RI	364	1
02827	Providence	RI	364	1
02828	Providence	RI	364	1
02829	Providence	RI	364	1
02830	Providence	RI	364	1
02831	Providence	RI	364	1
02832	Providence	RI	364	1
02833	Providence	RI	364	1
02835	Providence	RI	364	1
02836	Providence	RI	364	1
02837	Boston	MA	227	2
02838	Providence	RI	364	1
02839	Providence	RI	364	1
02840	Providence	RI	364	1
02841	Providence	RI	364	1
02842	Providence	RI	364	1
02852	Providence	RI	364	1
02857	Providence	RI	364	1
02858	Providence	RI	364	1
02859	Providence	RI	364	1
02860	Providence	RI	364	1
02861	Providence	RI	364	1
02862	Providence	RI	364	1
02863	Providence	RI	364	1
02864	Providence	RI	364	1
02865	Providence	RI	364	1
02871	Providence	RI	364	1
02872	Providence	RI	364	1
02873	Providence	RI	364	1
02874	Providence	RI	364	1
02875	Providence	RI	364	1
02876	Providence	RI	364	1
02877	Providence	RI	364	1
02878	Boston	MA	227	2
02879	Providence	RI	364	1
02880	Providence	RI	364	1
02881	Providence	RI	364	1
02882	Providence	RI	364	1
02883	Providence	RI	364	1
02885	Providence	RI	364	1
02886	Providence	RI	364	1
02887	Providence	RI	364	1
02888	Providence	RI	364	1
02889	Providence	RI	364	1
02891	Providence	RI	364	1
02892	Providence	RI	364	1
02893	Providence	RI	364	1
02894	Providence	RI	364	1
02895	Providence	RI	364	1
02896	Providence	RI	364	1
02898	Providence	RI	364	1
02901	Providence	RI	364	1
02902	Providence	RI	364	1
02903	Providence	RI	364	1
02904	Providence	RI	364	1
02905	Providence	RI	364	1
02906	Providence	RI	364	1
02907	Providence	RI	364	1
02908	Providence	RI	364	1
02909	Providence	RI	364	1
02910	Providence	RI	364	1
02911	Providence	RI	364	1
02912	Providence	RI	364	1
02914	Providence	RI	364	1
02915	Providence	RI	364	1
02916	Providence	RI	364	1
02917	Providence	RI	364	1
02918	Providence	RI	364	1
02919	Providence	RI	364	1
02920	Providence	RI	364	1
02921	Providence	RI	364	1
02940	Providence	RI	364	1
03031	Manchester	NH	282	1
03032	Manchester	NH	282	1
03033	Manchester	NH	282	1
03034	Manchester	NH	282	1
03036	Manchester	NH	282	1
03037	Manchester	NH	282	1
03038	Manchester	NH	282	1
03040	Manchester	NH	282	1
03041	Manchester	NH	282	1
03042	Manchester	NH	282	1
03043	Manchester	NH	282	1
03044	Manchester	NH	282	1
03045	Manchester	NH	282	1
03046	Manchester	NH	282	1
03047	Manchester	NH	282	1
03048	Manchester	NH	282	1
03049	Manchester	NH	282	1
03051	Manchester	NH	282	1
03052	Manchester	NH	282	1
03053	Manchester	NH	282	1
03054	Manchester	NH	282	1
03055	Manchester	NH	282	1
03057	Manchester	NH	282	1
03060	Manchester	NH	282	1
03061	Manchester	NH	282	1
03062	Manchester	NH	282	1
03063	Manchester	NH	282	1
03064	Manchester	NH	282	1
03070	Manchester	NH	282	1
03071	Manchester	NH	282	1
03073	Boston	MA	227	2
03076	Boston	MA	227	2
03077	Manchester	NH	282	1
03079	Boston	MA	227	2
03082	Manchester	NH	282	1
03084	Manchester	NH	282	1
03086	Manchester	NH	282	1
03087	Manchester	NH	282	1
03101	Manchester	NH	282	1
03102	Manchester	NH	282	1
03103	Manchester	NH	282	1
03104	Manchester	NH	282	1
03105	Manchester	NH	282	1
03106	Manchester	NH	282	1
03108	Manchester	NH	282	1
03109	Manchester	NH	282	1
03110	Manchester	NH	282	1
03215	Manchester	NH	282	1
03216	Lebanon	NH	281	1
03217	Manchester	NH	282	1
03218	Manchester	NH	282	1
03220	Manchester	NH	282	1
03221	Lebanon	NH	281	1
03222	Manchester	NH	282	1
03223	Manchester	NH	282	1
03224	Manchester	NH	282	1
03225	Manchester	NH	282	1
03226	Manchester	NH	282	1
03227	Manchester	NH	282	1
03229	Manchester	NH	282	1
03230	Lebanon	NH	281	1
03231	Manchester	NH	282	1
03233	Lebanon	NH	281	1
03234	Manchester	NH	282	1
03235	Manchester	NH	282	1
03237	Manchester	NH	282	1
03238	Lebanon	NH	281	1
03240	Lebanon	NH	281	1
03241	Manchester	NH	282	1
03242	Manchester	NH	282	1
03243	Manchester	NH	282	1
03244	Manchester	NH	282	1
03245	Manchester	NH	282	1
03246	Manchester	NH	282	1
03247	Manchester	NH	282	1
03249	Manchester	NH	282	1
03251	Lebanon	NH	281	1
03252	Manchester	NH	282	1
03253	Manchester	NH	282	1
03254	Manchester	NH	282	1
03255	Lebanon	NH	281	1
03256	Manchester	NH	282	1
03257	Lebanon	NH	281	1
03258	Manchester	NH	282	1
03259	Manchester	NH	282	1
03260	Manchester	NH	282	1
03261	Manchester	NH	282	1
03262	Lebanon	NH	281	1
03263	Manchester	NH	282	1
03264	Manchester	NH	282	1
03266	Manchester	NH	282	1
03268	Manchester	NH	282	1
03269	Manchester	NH	282	1
03272	Lebanon	NH	281	1
03273	Manchester	NH	282	1
03274	Manchester	NH	282	1
03275	Manchester	NH	282	1
03276	Manchester	NH	282	1
03278	Manchester	NH	282	1
03279	Lebanon	NH	281	1
03280	Manchester	NH	282	1
03281	Manchester	NH	282	1
03282	Manchester	NH	282	1
03284	Lebanon	NH	281	1
03285	Manchester	NH	282	1
03287	Lebanon	NH	281	1
03289	Manchester	NH	282	1
03290	Portland	ME	222	1
03291	Portland	ME	222	1
03293	Lebanon	NH	281	1
03298	Manchester	NH	282	1
03299	Manchester	NH	282	1
03301	Manchester	NH	282	1
03302	Manchester	NH	282	1
03303	Manchester	NH	282	1
03304	Manchester	NH	282	1
03305	Manchester	NH	282	1
03307	Manchester	NH	282	1
03431	Lebanon	NH	281	1
03435	Lebanon	NH	281	1
03440	Manchester	NH	282	1
03441	Lebanon	NH	281	1
03442	Manchester	NH	282	1
03443	Lebanon	NH	281	1
03444	Lebanon	NH	281	1
03445	Lebanon	NH	281	1
03446	Lebanon	NH	281	1
03447	Lebanon	NH	281	1
03448	Lebanon	NH	281	1
03449	Manchester	NH	282	1
03450	Lebanon	NH	281	1
03451	Lebanon	NH	281	1
03452	Manchester	NH	282	1
03455	Lebanon	NH	281	1
03456	Lebanon	NH	281	1
03457	Lebanon	NH	281	1
03458	Manchester	NH	282	1
03461	Manchester	NH	282	1
03462	Lebanon	NH	281	1
03464	Lebanon	NH	281	1
03465	Lebanon	NH	281	1
03466	Lebanon	NH	281	1
03467	Lebanon	NH	281	1
03468	Manchester	NH	282	1
03469	Lebanon	NH	281	1
03470	Lebanon	NH	281	1
03561	Lebanon	NH	281	1
03570	Lebanon	NH	281	1
03574	Lebanon	NH	281	1
03575	Lebanon	NH	281	1
03576	Lebanon	NH	281	1
03579	Lebanon	NH	281	1
03580	Lebanon	NH	281	1
03581	Lebanon	NH	281	1
03582	Lebanon	NH	281	1
03583	Lebanon	NH	281	1
03584	Lebanon	NH	281	1
03585	Lebanon	NH	281	1
03586	Lebanon	NH	281	1
03588	Lebanon	NH	281	1
03589	Lebanon	NH	281	1
03590	Lebanon	NH	281	1
03592	Lebanon	NH	281	1
03593	Lebanon	NH	281	1
03595	Lebanon	NH	281	1
03597	Lebanon	NH	281	1
03598	Lebanon	NH	281	1
03601	Lebanon	NH	281	1
03602	Lebanon	NH	281	1
03603	Lebanon	NH	281	1
03604	Lebanon	NH	281	1
03605	Lebanon	NH	281	1
03607	Lebanon	NH	281	1
03608	Lebanon	NH	281	1
03609	Lebanon	NH	281	1
