zip5	hrrcity	hrrstate	hrr	region
45814	Toledo	OH	334	6
45815	Dayton	OH	330	6
45816	Toledo	OH	334	6
45817	Dayton	OH	330	6
45819	Dayton	OH	330	6
45820	Dayton	OH	330	6
45821	Fort Wayne	IN	180	6
45822	Dayton	OH	330	6
45826	Dayton	OH	330	6
45827	Dayton	OH	330	6
45828	Dayton	OH	330	6
45830	Dayton	OH	330	6
45831	Dayton	OH	330	6
45832	Fort Wayne	IN	180	6
45833	Dayton	OH	330	6
45835	Dayton	OH	330	6
45836	Columbus	OH	329	6
45837	Dayton	OH	330	6
45838	Dayton	OH	330	6
45839	Toledo	OH	334	6
45840	Toledo	OH	334	6
45841	Toledo	OH	334	6
45843	Columbus	OH	329	6
45844	Dayton	OH	330	6
45845	Dayton	OH	330	6
45846	Dayton	OH	330	6
45848	Dayton	OH	330	6
45849	Fort Wayne	IN	180	6
45850	Dayton	OH	330	6
45851	Fort Wayne	IN	180	6
45853	Dayton	OH	330	6
45854	Dayton	OH	330	6
45855	Fort Wayne	IN	180	6
45856	Dayton	OH	330	6
45858	Toledo	OH	334	6
45859	Dayton	OH	330	6
45860	Dayton	OH	330	6
45861	Fort Wayne	IN	180	6
45862	Dayton	OH	330	6
45863	Fort Wayne	IN	180	6
45864	Dayton	OH	330	6
45865	Dayton	OH	330	6
45866	Dayton	OH	330	6
45867	Toledo	OH	334	6
45868	Toledo	OH	334	6
45869	Dayton	OH	330	6
45870	Columbus	OH	329	6
45871	Dayton	OH	330	6
45872	Toledo	OH	334	6
45873	Fort Wayne	IN	180	6
45874	Fort Wayne	IN	180	6
45875	Dayton	OH	330	6
45876	Dayton	OH	330	6
45877	Dayton	OH	330	6
45879	Fort Wayne	IN	180	6
45880	Fort Wayne	IN	180	6
45881	Toledo	OH	334	6
45882	Fort Wayne	IN	180	6
45883	Dayton	OH	330	6
45884	Dayton	OH	330	6
45885	Dayton	OH	330	6
45886	Fort Wayne	IN	180	6
45887	Dayton	OH	330	6
45888	Dayton	OH	330	6
45889	Toledo	OH	334	6
45890	Toledo	OH	334	6
45891	Fort Wayne	IN	180	6
45893	Dayton	OH	330	6
45894	Dayton	OH	330	6
45895	Dayton	OH	330	6
45896	Dayton	OH	330	6
45897	Toledo	OH	334	6
45898	Fort Wayne	IN	180	6
45899	Fort Wayne	IN	180	6
45999	Covington	KY	203	9
46001	Indianapolis	IN	183	6
46011	Indianapolis	IN	183	6
46012	Indianapolis	IN	183	6
46013	Indianapolis	IN	183	6
46014	Indianapolis	IN	183	6
46015	Indianapolis	IN	183	6
46016	Indianapolis	IN	183	6
46017	Indianapolis	IN	183	6
46018	Indianapolis	IN	183	6
46030	Indianapolis	IN	183	6
46031	Indianapolis	IN	183	6
46032	Indianapolis	IN	183	6
46033	Indianapolis	IN	183	6
46034	Indianapolis	IN	183	6
46035	Lafayette	IN	184	6
46036	Indianapolis	IN	183	6
46037	Indianapolis	IN	183	6
46038	Indianapolis	IN	183	6
46039	Indianapolis	IN	183	6
46040	Indianapolis	IN	183	6
46041	Indianapolis	IN	183	6
46044	Indianapolis	IN	183	6
46045	Indianapolis	IN	183	6
46047	Indianapolis	IN	183	6
46048	Indianapolis	IN	183	6
46049	Indianapolis	IN	183	6
46050	Indianapolis	IN	183	6
46051	Indianapolis	IN	183	6
46052	Indianapolis	IN	183	6
46055	Indianapolis	IN	183	6
46056	Indianapolis	IN	183	6
46057	Indianapolis	IN	183	6
46058	Lafayette	IN	184	6
46060	Indianapolis	IN	183	6
46061	Indianapolis	IN	183	6
46062	Indianapolis	IN	183	6
46063	Indianapolis	IN	183	6
46064	Indianapolis	IN	183	6
46065	Lafayette	IN	184	6
46067	Indianapolis	IN	183	6
46068	Indianapolis	IN	183	6
46069	Indianapolis	IN	183	6
46070	Indianapolis	IN	183	6
46071	Indianapolis	IN	183	6
46072	Indianapolis	IN	183	6
46074	Indianapolis	IN	183	6
46075	Indianapolis	IN	183	6
46076	Indianapolis	IN	183	6
46077	Indianapolis	IN	183	6
46082	Indianapolis	IN	183	6
46085	Indianapolis	IN	183	6
46102	Indianapolis	IN	183	6
46103	Indianapolis	IN	183	6
46104	Indianapolis	IN	183	6
46105	Indianapolis	IN	183	6
46106	Indianapolis	IN	183	6
46107	Indianapolis	IN	183	6
46110	Indianapolis	IN	183	6
46111	Indianapolis	IN	183	6
46112	Indianapolis	IN	183	6
46113	Indianapolis	IN	183	6
46115	Indianapolis	IN	183	6
46117	Indianapolis	IN	183	6
46118	Indianapolis	IN	183	6
46120	Indianapolis	IN	183	6
46121	Indianapolis	IN	183	6
46122	Indianapolis	IN	183	6
46123	Indianapolis	IN	183	6
46124	Indianapolis	IN	183	6
46125	Indianapolis	IN	183	6
46126	Indianapolis	IN	183	6
46127	Indianapolis	IN	183	6
46128	Indianapolis	IN	183	6
46129	Indianapolis	IN	183	6
46130	Indianapolis	IN	183	6
46131	Indianapolis	IN	183	6
46133	Indianapolis	IN	183	6
46135	Indianapolis	IN	183	6
46140	Indianapolis	IN	183	6
46142	Indianapolis	IN	183	6
46143	Indianapolis	IN	183	6
46144	Indianapolis	IN	183	6
46146	Indianapolis	IN	183	6
46147	Indianapolis	IN	183	6
46148	Indianapolis	IN	183	6
46149	Indianapolis	IN	183	6
46150	Indianapolis	IN	183	6
46151	Indianapolis	IN	183	6
46154	Indianapolis	IN	183	6
46155	Indianapolis	IN	183	6
46156	Indianapolis	IN	183	6
46157	Indianapolis	IN	183	6
46158	Indianapolis	IN	183	6
46160	Indianapolis	IN	183	6
46161	Indianapolis	IN	183	6
46162	Indianapolis	IN	183	6
46163	Indianapolis	IN	183	6
46164	Indianapolis	IN	183	6
46165	Indianapolis	IN	183	6
46166	Indianapolis	IN	183	6
46167	Indianapolis	IN	183	6
46168	Indianapolis	IN	183	6
46170	Indianapolis	IN	183	6
46171	Indianapolis	IN	183	6
46172	Indianapolis	IN	183	6
46173	Indianapolis	IN	183	6
46175	Indianapolis	IN	183	6
46176	Indianapolis	IN	183	6
46180	Indianapolis	IN	183	6
46181	Indianapolis	IN	183	6
46182	Indianapolis	IN	183	6
46183	Indianapolis	IN	183	6
46184	Indianapolis	IN	183	6
46186	Indianapolis	IN	183	6
46201	Indianapolis	IN	183	6
46202	Indianapolis	IN	183	6
46203	Indianapolis	IN	183	6
46204	Indianapolis	IN	183	6
46205	Indianapolis	IN	183	6
46206	Indianapolis	IN	183	6
46207	Indianapolis	IN	183	6
46208	Indianapolis	IN	183	6
46209	Indianapolis	IN	183	6
46211	Indianapolis	IN	183	6
46214	Indianapolis	IN	183	6
46216	Indianapolis	IN	183	6
46217	Indianapolis	IN	183	6
46218	Indianapolis	IN	183	6
46219	Indianapolis	IN	183	6
46220	Indianapolis	IN	183	6
46221	Indianapolis	IN	183	6
46222	Indianapolis	IN	183	6
46224	Indianapolis	IN	183	6
46225	Indianapolis	IN	183	6
46226	Indianapolis	IN	183	6
46227	Indianapolis	IN	183	6
46228	Indianapolis	IN	183	6
46229	Indianapolis	IN	183	6
46230	Indianapolis	IN	183	6
46231	Indianapolis	IN	183	6
46234	Indianapolis	IN	183	6
46235	Indianapolis	IN	183	6
46236	Indianapolis	IN	183	6
46237	Indianapolis	IN	183	6
46239	Indianapolis	IN	183	6
46240	Indianapolis	IN	183	6
46241	Indianapolis	IN	183	6
46242	Indianapolis	IN	183	6
46244	Indianapolis	IN	183	6
46247	Indianapolis	IN	183	6
46249	Indianapolis	IN	183	6
46250	Indianapolis	IN	183	6
46251	Indianapolis	IN	183	6
46253	Indianapolis	IN	183	6
46254	Indianapolis	IN	183	6
46255	Indianapolis	IN	183	6
46256	Indianapolis	IN	183	6
46259	Indianapolis	IN	183	6
46260	Indianapolis	IN	183	6
46262	Indianapolis	IN	183	6
46266	Indianapolis	IN	183	6
46268	Indianapolis	IN	183	6
46274	Indianapolis	IN	183	6
46275	Indianapolis	IN	183	6
46277	Indianapolis	IN	183	6
46278	Indianapolis	IN	183	6
46280	Indianapolis	IN	183	6
46282	Indianapolis	IN	183	6
46283	Indianapolis	IN	183	6
46285	Indianapolis	IN	183	6
46290	Indianapolis	IN	183	6
46291	Indianapolis	IN	183	6
46295	Indianapolis	IN	183	6
46296	Indianapolis	IN	183	6
46298	Indianapolis	IN	183	6
46301	Gary	IN	181	6
46302	Gary	IN	181	6
46303	Gary	IN	181	6
46304	Gary	IN	181	6
46307	Gary	IN	181	6
46308	Gary	IN	181	6
46310	Gary	IN	181	6
46311	Munster	IN	186	6
46312	Munster	IN	186	6
46319	Munster	IN	186	6
46320	Munster	IN	186	6
46321	Munster	IN	186	6
46322	Munster	IN	186	6
46323	Munster	IN	186	6
46324	Munster	IN	186	6
46325	Munster	IN	186	6
46327	Munster	IN	186	6
46340	South Bend	IN	187	6
46341	Gary	IN	181	6
46342	Gary	IN	181	6
46345	South Bend	IN	187	6
46346	South Bend	IN	187	6
46347	Gary	IN	181	6
46348	Gary	IN	181	6
46349	Gary	IN	181	6
46350	South Bend	IN	187	6
46352	South Bend	IN	187	6
46355	Gary	IN	181	6
46356	Gary	IN	181	6
46360	Gary	IN	181	6
46361	Gary	IN	181	6
46365	South Bend	IN	187	6
46366	Gary	IN	181	6
46368	Gary	IN	181	6
46371	South Bend	IN	187	6
46372	Gary	IN	181	6
46373	Munster	IN	186	6
46374	Gary	IN	181	6
46375	Munster	IN	186	6
46376	Gary	IN	181	6
46377	Gary	IN	181	6
46379	Gary	IN	181	6
46380	Gary	IN	181	6
46381	Lafayette	IN	184	6
46382	South Bend	IN	187	6
46383	Gary	IN	181	6
46384	Gary	IN	181	6
46385	Gary	IN	181	6
46390	Gary	IN	181	6
46391	South Bend	IN	187	6
46392	Gary	IN	181	6
46393	Gary	IN	181	6
46394	Munster	IN	186	6
46401	Gary	IN	181	6
46402	Gary	IN	181	6
46403	Gary	IN	181	6
46404	Gary	IN	181	6
46405	Gary	IN	181	6
46406	Gary	IN	181	6
46407	Gary	IN	181	6
46408	Gary	IN	181	6
46409	Gary	IN	181	6
46410	Gary	IN	181	6
46411	Gary	IN	181	6
46501	South Bend	IN	187	6
46502	Fort Wayne	IN	180	6
46504	South Bend	IN	187	6
46506	South Bend	IN	187	6
46507	South Bend	IN	187	6
46508	Fort Wayne	IN	180	6
46510	Fort Wayne	IN	180	6
46511	South Bend	IN	187	6
46513	South Bend	IN	187	6
46514	South Bend	IN	187	6
46515	South Bend	IN	187	6
46516	South Bend	IN	187	6
46517	South Bend	IN	187	6
46524	Fort Wayne	IN	180	6
46526	South Bend	IN	187	6
46527	South Bend	IN	187	6
46528	South Bend	IN	187	6
46530	South Bend	IN	187	6
46531	South Bend	IN	187	6
46532	South Bend	IN	187	6
46534	Gary	IN	181	6
46536	South Bend	IN	187	6
46537	South Bend	IN	187	6
46538	Fort Wayne	IN	180	6
46539	Fort Wayne	IN	180	6
46540	South Bend	IN	187	6
46542	South Bend	IN	187	6
46543	South Bend	IN	187	6
46544	South Bend	IN	187	6
46545	South Bend	IN	187	6
46546	South Bend	IN	187	6
46550	South Bend	IN	187	6
46552	South Bend	IN	187	6
46553	South Bend	IN	187	6
46554	South Bend	IN	187	6
46555	Fort Wayne	IN	180	6
46556	South Bend	IN	187	6
46561	South Bend	IN	187	6
46562	Fort Wayne	IN	180	6
46563	South Bend	IN	187	6
46565	Fort Wayne	IN	180	6
46567	South Bend	IN	187	6
46570	South Bend	IN	187	6
46571	Fort Wayne	IN	180	6
46572	South Bend	IN	187	6
46573	South Bend	IN	187	6
46574	South Bend	IN	187	6
46580	Fort Wayne	IN	180	6
46581	Fort Wayne	IN	180	6
46582	Fort Wayne	IN	180	6
46590	Fort Wayne	IN	180	6
46595	South Bend	IN	187	6
46601	South Bend	IN	187	6
46604	South Bend	IN	187	6
46613	South Bend	IN	187	6
46614	South Bend	IN	187	6
46615	South Bend	IN	187	6
46616	South Bend	IN	187	6
46617	South Bend	IN	187	6
46619	South Bend	IN	187	6
46620	South Bend	IN	187	6
46624	South Bend	IN	187	6
46626	South Bend	IN	187	6
46628	South Bend	IN	187	6
46634	South Bend	IN	187	6
46635	South Bend	IN	187	6
46637	South Bend	IN	187	6
46660	South Bend	IN	187	6
46680	South Bend	IN	187	6
46701	Fort Wayne	IN	180	6
46702	Fort Wayne	IN	180	6
46703	Fort Wayne	IN	180	6
46704	Fort Wayne	IN	180	6
46705	Fort Wayne	IN	180	6
46706	Fort Wayne	IN	180	6
46710	Fort Wayne	IN	180	6
46711	Fort Wayne	IN	180	6
46713	Fort Wayne	IN	180	6
46714	Fort Wayne	IN	180	6
46721	Fort Wayne	IN	180	6
46723	Fort Wayne	IN	180	6
46725	Fort Wayne	IN	180	6
46730	Fort Wayne	IN	180	6
46731	Fort Wayne	IN	180	6
46732	South Bend	IN	187	6
46733	Fort Wayne	IN	180	6
46737	Fort Wayne	IN	180	6
46738	Fort Wayne	IN	180	6
46740	Fort Wayne	IN	180	6
46741	Fort Wayne	IN	180	6
46742	Fort Wayne	IN	180	6
46743	Fort Wayne	IN	180	6
46745	Fort Wayne	IN	180	6
46746	Fort Wayne	IN	180	6
46747	Fort Wayne	IN	180	6
46748	Fort Wayne	IN	180	6
46750	Fort Wayne	IN	180	6
46755	Fort Wayne	IN	180	6
46759	Muncie	IN	185	6
46760	South Bend	IN	187	6
46761	Fort Wayne	IN	180	6
46763	Fort Wayne	IN	180	6
46764	Fort Wayne	IN	180	6
46765	Fort Wayne	IN	180	6
46766	Fort Wayne	IN	180	6
46767	South Bend	IN	187	6
46769	Fort Wayne	IN	180	6
46770	Fort Wayne	IN	180	6
46771	Fort Wayne	IN	180	6
46772	Fort Wayne	IN	180	6
46773	Fort Wayne	IN	180	6
46774	Fort Wayne	IN	180	6
46776	Fort Wayne	IN	180	6
46777	Fort Wayne	IN	180	6
46778	Muncie	IN	185	6
46779	Fort Wayne	IN	180	6
46780	Fort Wayne	IN	180	6
46781	Fort Wayne	IN	180	6
46782	Fort Wayne	IN	180	6
46783	Fort Wayne	IN	180	6
46784	Fort Wayne	IN	180	6
46785	Fort Wayne	IN	180	6
46786	Fort Wayne	IN	180	6
46787	Fort Wayne	IN	180	6
46788	Fort Wayne	IN	180	6
46789	Fort Wayne	IN	180	6
46791	Fort Wayne	IN	180	6
46792	Fort Wayne	IN	180	6
46793	Fort Wayne	IN	180	6
46794	Fort Wayne	IN	180	6
46795	Fort Wayne	IN	180	6
46796	Fort Wayne	IN	180	6
46797	Fort Wayne	IN	180	6
46798	Fort Wayne	IN	180	6
46799	Fort Wayne	IN	180	6
46801	Fort Wayne	IN	180	6
46802	Fort Wayne	IN	180	6
46803	Fort Wayne	IN	180	6
46804	Fort Wayne	IN	180	6
46805	Fort Wayne	IN	180	6
46806	Fort Wayne	IN	180	6
46807	Fort Wayne	IN	180	6
46808	Fort Wayne	IN	180	6
46809	Fort Wayne	IN	180	6
46814	Fort Wayne	IN	180	6
46815	Fort Wayne	IN	180	6
46816	Fort Wayne	IN	180	6
46818	Fort Wayne	IN	180	6
46819	Fort Wayne	IN	180	6
46825	Fort Wayne	IN	180	6
46835	Fort Wayne	IN	180	6
46845	Fort Wayne	IN	180	6
46850	Fort Wayne	IN	180	6
46851	Fort Wayne	IN	180	6
46852	Fort Wayne	IN	180	6
46853	Fort Wayne	IN	180	6
46854	Fort Wayne	IN	180	6
46855	Fort Wayne	IN	180	6
46856	Fort Wayne	IN	180	6
46857	Fort Wayne	IN	180	6
46858	Fort Wayne	IN	180	6
46859	Fort Wayne	IN	180	6
46860	Fort Wayne	IN	180	6
46861	Fort Wayne	IN	180	6
46862	Fort Wayne	IN	180	6
46863	Fort Wayne	IN	180	6
46864	Fort Wayne	IN	180	6
46865	Fort Wayne	IN	180	6
46866	Fort Wayne	IN	180	6
46867	Fort Wayne	IN	180	6
46868	Fort Wayne	IN	180	6
46869	Fort Wayne	IN	180	6
46885	Fort Wayne	IN	180	6
46895	Fort Wayne	IN	180	6
46896	Fort Wayne	IN	180	6
46897	Fort Wayne	IN	180	6
46898	Fort Wayne	IN	180	6
46899	Fort Wayne	IN	180	6
46901	Indianapolis	IN	183	6
46902	Indianapolis	IN	183	6
46903	Indianapolis	IN	183	6
46904	Indianapolis	IN	183	6
46910	Fort Wayne	IN	180	6
46911	Indianapolis	IN	183	6
46912	South Bend	IN	187	6
46913	Indianapolis	IN	183	6
46914	Indianapolis	IN	183	6
46915	Indianapolis	IN	183	6
46916	Indianapolis	IN	183	6
46917	Indianapolis	IN	183	6
46919	Indianapolis	IN	183	6
46920	Indianapolis	IN	183	6
46921	Indianapolis	IN	183	6
46922	South Bend	IN	187	6
46923	Lafayette	IN	184	6
46926	Indianapolis	IN	183	6
46928	Indianapolis	IN	183	6
46929	Lafayette	IN	184	6
46930	Indianapolis	IN	183	6
46931	South Bend	IN	187	6
46932	Indianapolis	IN	183	6
46933	Indianapolis	IN	183	6
46936	Indianapolis	IN	183	6
46937	Indianapolis	IN	183	6
46938	Indianapolis	IN	183	6
46939	Indianapolis	IN	183	6
46940	Indianapolis	IN	183	6
46941	Fort Wayne	IN	180	6
46942	Indianapolis	IN	183	6
46943	Fort Wayne	IN	180	6
46945	South Bend	IN	187	6
46946	Fort Wayne	IN	180	6
46947	Indianapolis	IN	183	6
46950	Indianapolis	IN	183	6
46951	South Bend	IN	187	6
46952	Indianapolis	IN	183	6
46953	Indianapolis	IN	183	6
46957	Indianapolis	IN	183	6
46958	Indianapolis	IN	183	6
46959	Indianapolis	IN	183	6
46960	Indianapolis	IN	183	6
46961	Indianapolis	IN	183	6
46962	Fort Wayne	IN	180	6
46965	Indianapolis	IN	183	6
46967	Indianapolis	IN	183	6
46968	Gary	IN	181	6
46970	Indianapolis	IN	183	6
46971	Indianapolis	IN	183	6
46974	Fort Wayne	IN	180	6
46975	South Bend	IN	187	6
46977	Indianapolis	IN	183	6
46978	Indianapolis	IN	183	6
46979	Indianapolis	IN	183	6
46980	Fort Wayne	IN	180	6
46982	Fort Wayne	IN	180	6
46984	Fort Wayne	IN	180	6
46985	Indianapolis	IN	183	6
46986	Indianapolis	IN	183	6
46987	Indianapolis	IN	183	6
46988	Indianapolis	IN	183	6
46989	Indianapolis	IN	183	6
46990	Fort Wayne	IN	180	6
46991	Indianapolis	IN	183	6
46992	Fort Wayne	IN	180	6
46994	Indianapolis	IN	183	6
46995	Indianapolis	IN	183	6
46996	Indianapolis	IN	183	6
46998	Indianapolis	IN	183	6
47001	Cincinnati	OH	327	6
47003	Indianapolis	IN	183	6
47006	Cincinnati	OH	327	6
47010	Cincinnati	OH	327	6
47011	Louisville	KY	205	9
47012	Cincinnati	OH	327	6
47016	Cincinnati	OH	327	6
47017	Louisville	KY	205	9
47018	Cincinnati	OH	327	6
47019	Louisville	KY	205	9
47020	Louisville	KY	205	9
47021	Louisville	KY	205	9
47022	Cincinnati	OH	327	6
47023	Louisville	KY	205	9
47024	Indianapolis	IN	183	6
47025	Cincinnati	OH	327	6
47030	Cincinnati	OH	327	6
47031	Cincinnati	OH	327	6
47032	Cincinnati	OH	327	6
47033	Cincinnati	OH	327	6
47034	Cincinnati	OH	327	6
47035	Cincinnati	OH	327	6
47036	Cincinnati	OH	327	6
47037	Cincinnati	OH	327	6
47038	Cincinnati	OH	327	6
47039	Cincinnati	OH	327	6
47040	Cincinnati	OH	327	6
47041	Cincinnati	OH	327	6
47042	Louisville	KY	205	9
47043	Louisville	KY	205	9
47060	Cincinnati	OH	327	6
47102	Louisville	KY	205	9
47104	Louisville	KY	205	9
47106	Louisville	KY	205	9
47107	Louisville	KY	205	9
47108	Louisville	KY	205	9
47110	Louisville	KY	205	9
47111	Louisville	KY	205	9
47112	Louisville	KY	205	9
47114	Louisville	KY	205	9
47115	Louisville	KY	205	9
47116	Evansville	IN	179	6
47117	Louisville	KY	205	9
47118	Louisville	KY	205	9
47119	Louisville	KY	205	9
47120	Louisville	KY	205	9
47122	Louisville	KY	205	9
47123	Louisville	KY	205	9
47124	Louisville	KY	205	9
47125	Louisville	KY	205	9
47126	Louisville	KY	205	9
47129	Louisville	KY	205	9
47130	Louisville	KY	205	9
47131	Louisville	KY	205	9
47135	Louisville	KY	205	9
47136	Louisville	KY	205	9
47137	Louisville	KY	205	9
47138	Louisville	KY	205	9
47139	Louisville	KY	205	9
47140	Louisville	KY	205	9
47141	Louisville	KY	205	9
47142	Louisville	KY	205	9
47143	Louisville	KY	205	9
47145	Louisville	KY	205	9
47146	Louisville	KY	205	9
47147	Louisville	KY	205	9
47150	Louisville	KY	205	9
47151	Louisville	KY	205	9
47160	Louisville	KY	205	9
47161	Louisville	KY	205	9
47162	Louisville	KY	205	9
47163	Louisville	KY	205	9
47164	Louisville	KY	205	9
47165	Louisville	KY	205	9
47166	Louisville	KY	205	9
47167	Louisville	KY	205	9
47170	Louisville	KY	205	9
47172	Louisville	KY	205	9
47174	Louisville	KY	205	9
47175	Evansville	IN	179	6
47177	Louisville	KY	205	9
47190	Louisville	KY	205	9
47199	Louisville	KY	205	9
47201	Indianapolis	IN	183	6
47202	Indianapolis	IN	183	6
47203	Indianapolis	IN	183	6
47220	Indianapolis	IN	183	6
47223	Indianapolis	IN	183	6
47224	Louisville	KY	205	9
47225	Indianapolis	IN	183	6
47226	Indianapolis	IN	183	6
47227	Indianapolis	IN	183	6
47228	Indianapolis	IN	183	6
47229	Indianapolis	IN	183	6
47230	Louisville	KY	205	9
47231	Louisville	KY	205	9
47232	Indianapolis	IN	183	6
47234	Indianapolis	IN	183	6
47235	Indianapolis	IN	183	6
47236	Indianapolis	IN	183	6
47240	Indianapolis	IN	183	6
47243	Louisville	KY	205	9
47244	Indianapolis	IN	183	6
47245	Indianapolis	IN	183	6
47246	Indianapolis	IN	183	6
47247	Indianapolis	IN	183	6
47249	Indianapolis	IN	183	6
47250	Louisville	KY	205	9
47260	Indianapolis	IN	183	6
47261	Indianapolis	IN	183	6
47263	Indianapolis	IN	183	6
47264	Indianapolis	IN	183	6
47265	Indianapolis	IN	183	6
47270	Indianapolis	IN	183	6
47272	Indianapolis	IN	183	6
47273	Indianapolis	IN	183	6
47274	Indianapolis	IN	183	6
47280	Indianapolis	IN	183	6
47281	Indianapolis	IN	183	6
47282	Indianapolis	IN	183	6
47283	Indianapolis	IN	183	6
47302	Muncie	IN	185	6
47303	Muncie	IN	185	6
47304	Muncie	IN	185	6
47305	Muncie	IN	185	6
47306	Muncie	IN	185	6
47307	Muncie	IN	185	6
47308	Muncie	IN	185	6
47320	Muncie	IN	185	6
47322	Indianapolis	IN	183	6
47324	Indianapolis	IN	183	6
47325	Indianapolis	IN	183	6
47326	Fort Wayne	IN	180	6
47327	Indianapolis	IN	183	6
47330	Indianapolis	IN	183	6
47331	Indianapolis	IN	183	6
47334	Muncie	IN	185	6
47335	Indianapolis	IN	183	6
47336	Muncie	IN	185	6
47337	Indianapolis	IN	183	6
47338	Muncie	IN	185	6
47339	Indianapolis	IN	183	6
47340	Muncie	IN	185	6
47341	Indianapolis	IN	183	6
47342	Muncie	IN	185	6
47344	Indianapolis	IN	183	6
47345	Indianapolis	IN	183	6
47346	Indianapolis	IN	183	6
47348	Muncie	IN	185	6
47351	Indianapolis	IN	183	6
47352	Indianapolis	IN	183	6
47353	Indianapolis	IN	183	6
47354	Muncie	IN	185	6
47355	Indianapolis	IN	183	6
47356	Indianapolis	IN	183	6
47357	Indianapolis	IN	183	6
47358	Muncie	IN	185	6
47359	Muncie	IN	185	6
47360	Indianapolis	IN	183	6
47361	Muncie	IN	185	6
47362	Indianapolis	IN	183	6
47366	Indianapolis	IN	183	6
47367	Muncie	IN	185	6
47368	Muncie	IN	185	6
47369	Fort Wayne	IN	180	6
47370	Indianapolis	IN	183	6
47371	Fort Wayne	IN	180	6
47373	Muncie	IN	185	6
47374	Indianapolis	IN	183	6
47375	Indianapolis	IN	183	6
47380	Muncie	IN	185	6
47381	Fort Wayne	IN	180	6
47382	Muncie	IN	185	6
47383	Muncie	IN	185	6
47384	Indianapolis	IN	183	6
47385	Indianapolis	IN	183	6
47386	Muncie	IN	185	6
47387	Indianapolis	IN	183	6
47388	Indianapolis	IN	183	6
47390	Muncie	IN	185	6
47392	Indianapolis	IN	183	6
47393	Indianapolis	IN	183	6
47394	Muncie	IN	185	6
47396	Muncie	IN	185	6
47401	Indianapolis	IN	183	6
47402	Indianapolis	IN	183	6
47403	Indianapolis	IN	183	6
47404	Indianapolis	IN	183	6
47405	Indianapolis	IN	183	6
47406	Indianapolis	IN	183	6
47407	Indianapolis	IN	183	6
47408	Indianapolis	IN	183	6
47420	Indianapolis	IN	183	6
47421	Indianapolis	IN	183	6
47424	Indianapolis	IN	183	6
47426	Indianapolis	IN	183	6
47427	Terre Haute	IN	188	6
47429	Indianapolis	IN	183	6
47430	Indianapolis	IN	183	6
47431	Indianapolis	IN	183	6
47432	Louisville	KY	205	9
47433	Indianapolis	IN	183	6
47434	Indianapolis	IN	183	6
47435	Indianapolis	IN	183	6
47436	Indianapolis	IN	183	6
47437	Indianapolis	IN	183	6
47438	Terre Haute	IN	188	6
47439	Indianapolis	IN	183	6
47441	Indianapolis	IN	183	6
47443	Indianapolis	IN	183	6
47445	Indianapolis	IN	183	6
47446	Indianapolis	IN	183	6
47448	Indianapolis	IN	183	6
47449	Indianapolis	IN	183	6
47451	Indianapolis	IN	183	6
47452	Indianapolis	IN	183	6
47453	Indianapolis	IN	183	6
47454	Louisville	KY	205	9
47455	Terre Haute	IN	188	6
47456	Indianapolis	IN	183	6
47457	Indianapolis	IN	183	6
47458	Indianapolis	IN	183	6
47459	Indianapolis	IN	183	6
47460	Indianapolis	IN	183	6
47462	Indianapolis	IN	183	6
47463	Indianapolis	IN	183	6
47464	Indianapolis	IN	183	6
47465	Indianapolis	IN	183	6
47467	Indianapolis	IN	183	6
47468	Indianapolis	IN	183	6
47469	Indianapolis	IN	183	6
47470	Indianapolis	IN	183	6
47471	Indianapolis	IN	183	6
47490	Indianapolis	IN	183	6
47501	Evansville	IN	179	6
47512	Evansville	IN	179	6
47513	Evansville	IN	179	6
47514	Evansville	IN	179	6
47515	Evansville	IN	179	6
47516	Evansville	IN	179	6
47519	Evansville	IN	179	6
47520	Evansville	IN	179	6
47521	Evansville	IN	179	6
47522	Evansville	IN	179	6
47523	Evansville	IN	179	6
47524	Evansville	IN	179	6
47525	Evansville	IN	179	6
47527	Evansville	IN	179	6
47528	Evansville	IN	179	6
47529	Evansville	IN	179	6
47531	Owensboro	KY	207	9
47532	Evansville	IN	179	6
47535	Evansville	IN	179	6
47536	Evansville	IN	179	6
47537	Evansville	IN	179	6
47541	Evansville	IN	179	6
47542	Evansville	IN	179	6
47545	Evansville	IN	179	6
47546	Evansville	IN	179	6
47547	Evansville	IN	179	6
47549	Evansville	IN	179	6
47550	Evansville	IN	179	6
47551	Evansville	IN	179	6
47552	Evansville	IN	179	6
47553	Evansville	IN	179	6
47556	Evansville	IN	179	6
47557	Evansville	IN	179	6
47558	Evansville	IN	179	6
47561	Evansville	IN	179	6
47562	Evansville	IN	179	6
47564	Evansville	IN	179	6
47567	Evansville	IN	179	6
47568	Evansville	IN	179	6
47573	Evansville	IN	179	6
47574	Evansville	IN	179	6
47575	Evansville	IN	179	6
47576	Evansville	IN	179	6
47577	Evansville	IN	179	6
47578	Evansville	IN	179	6
47579	Evansville	IN	179	6
47580	Evansville	IN	179	6
47581	Indianapolis	IN	183	6
47584	Evansville	IN	179	6
47585	Evansville	IN	179	6
47586	Evansville	IN	179	6
47588	Evansville	IN	179	6
47590	Evansville	IN	179	6
47591	Evansville	IN	179	6
47596	Evansville	IN	179	6
47597	Evansville	IN	179	6
47598	Evansville	IN	179	6
47601	Evansville	IN	179	6
47610	Evansville	IN	179	6
47611	Evansville	IN	179	6
47612	Evansville	IN	179	6
