PRVDRNUM	PRWI	TCHOP	DSHOPG	COLACP	GAF	TCHCP	DSHCPG	COLA	URSPA	OPCCR	CPCCR
400015	0.4388	0.17131	0.25025	1	0.5689	0.07851	0.09188	1	LURBAN	0.455	0.034
400016	0.4388	0	0	1	0.5689	0	0.00013	1	LURBAN	0.431	0.036
400017	0.4388	0	0	1	0.5689	0	0	1	LURBAN	0.627	0.053
400018	0.4388	0	0.07611	1	0.5689	0	0.04619	1	LURBAN	0.464	0.025
400019	0.4388	0	0	1	0.5689	0	0.00664	1	LURBAN	0.262	0.048
400021	0.463	0.03461	0.02666	1	0.5902	0.01132	0.03138	1	OURBAN	0.782	0.077
400022	0.4107	0.03408	0.05699	1	0.5437	0.0121	0.04117	1	OURBAN	0.629	0.032
400024	0.3882	0	0	1	0.5231	0	0	1	OURBAN	1.101	0.047
400026	0.3126	0	0	1	0.451	0	0	1	OURBAN	0.659	0.032
400028	0.4107	0	0.04171	1	0.5437	0	0	1	OURBAN	0.879	0.087
400032	0.4388	0	0.11496	1	0.5689	0	0.05621	1	LURBAN	0.355	0.027
400044	0.4107	0.09903	0.13754	1	0.5437	0.03146	0.06208	1	OURBAN	0.503	0.054
400048	0.3126	0	0.18889	1	0.451	0	0.07555	1	OURBAN	0.49	0.073
400061	0.4388	0.2099	0.07754	1	0.5689	0.07374	0.04655	1	LURBAN	0.455	0.034
400079	0.3298	0	0.10431	1	0.4678	0	0.05345	1	OURBAN	0.41	0.022
400087	0.4388	0	0.14906	1	0.5689	0	0.06509	1	LURBAN	0.46	0.043
400098	0.4388	0	0.32961	1	0.5689	0	0.11335	1	LURBAN	0.417	0.037
400102	0.4388	0	0.0323	1	0.5689	0	0	1	LURBAN	0.602	0.1
400103	0.3882	0.03661	0	1	0.5231	0.01795	0.03019	1	OURBAN	0.495	0.058
400104	0.4388	0	0.12787	1	0.5689	0	0.05956	1	LURBAN	0.475	0.033
400105	0.4388	0.26904	0.27014	1	0.5689	0.2635	0.09722	1	LURBAN	0.455	0.034
400106	0.4388	0	0	1	0.5689	0	0.00094	1	LURBAN	0.503	0.058
400109	0.4388	0	0.0318	1	0.5689	0	0.03303	1	LURBAN	0.457	0.065
400110	0.3345	0	0.06783	1	0.4724	0	0.04407	1	OURBAN	0.594	0.036
400111	0.3298	0	0.03837	1	0.4678	0	0.03514	1	OURBAN	0.417	0.029
400112	0.4388	0.10007	0.09058	1	0.5689	0.033	0.04991	1	LURBAN	0.534	0.009
400113	0.4107	0	0.09112	1	0.5437	0	0.05005	1	OURBAN	0.437	0.03
400114	0.4388	0.02816	0.10977	1	0.5689	0.00745	0.05487	1	LURBAN	0.409	0.032
400115	0.4388	0	0.06818	1	0.5689	0	0.04415	1	LURBAN	0.412	0.021
400117	0.4388	0	0.03117	1	0.5689	0	0.03282	1	LURBAN	0.469	0.027
400118	0.4388	0	0.07866	1	0.5689	0	0.04684	1	LURBAN	0.36	0.037
400120	0.4388	0	0.06276	1	0.5689	0	0.04277	1	LURBAN	0.578	0.074
400121	0.4388	0	0	1	0.5689	0	0	1	LURBAN	0.383	0.034
400122	0.4388	0	0	1	0.5689	0	0	1	LURBAN	0.444	0.021
400123	0.3882	0	0.14265	1	0.5231	0	0.06342	1	OURBAN	0.554	0.115
400124	0.4388	0	0.06557	1	0.5689	0	0.04349	1	LURBAN	0.615	0.031
400125	0.4052	0	0.13119	1	0.5387	0	0.06043	1	OURBAN	0.465	0.029
400126	0.463	0	0.05159	1	0.5902	0	0	1	OURBAN	0.515	0.029
400127	0.4388	0	0	1	0.5689	0	0	1	LURBAN	0.477	0.079
400128	0.4388	0	0.23951	1	0.5689	0	0.089	1	LURBAN	0.241	0.025
410001	1.1366	0.21897	0.16145	1	1.0916	0.12281	0.06834	1	LURBAN	0.467	0.016
410004	1.1366	0.19861	0.13579	1	1.0916	0.08357	0.06163	1	LURBAN	0.451	0.023
410005	1.1366	0	0	1	1.0916	0	0.02064	1	LURBAN	0.359	0.012
410006	1.0667	0	0.04605	1	1.0452	0	0.03762	1	LURBAN	0.518	0.041
410007	1.1366	0.30431	0.20912	1	1.0916	0.1216	0.08091	1	LURBAN	0.335	0.017
410008	1.0667	0	0	1	1.0452	0	0	1	LURBAN	0.556	0.06
410009	1.0667	0	0.0797	1	1.0452	0	0.04711	1	LURBAN	0.334	0.019
410010	1.1366	0.10021	0.3486	1	1.0916	0.0317	0.11855	1	LURBAN	0.375	0.028
410011	1.1366	0	0.04987	1	1.0916	0	0.03886	1	LURBAN	0.406	0.011
410012	1.1366	0.11753	0	1	1.0916	0.04445	0.02904	1	LURBAN	0.3	0.007
410013	1.1571	0	0	1	1.1051	0	0	1	LURBAN	0.534	0.032
420002	0.9535	0	0.14858	1	0.9679	0	0.06496	1	LURBAN	0.327	0.03
420004	0.9184	0.36927	0.25955	1	0.9434	0.17008	0.09437	1	OURBAN	0.429	0.023
420005	0.8588	0	0.12	1	0.901	0	0	1	RURAL	0.286	0.032
420007	0.9315	0.05859	0.11401	1	0.9526	0.01705	0.05597	1	OURBAN	0.25	0.019
420009	0.9315	0.01771	0.04915	1	0.9526	0.00583	0.03863	1	OURBAN	0.349	0.02
420010	0.8588	0	0.23501	1	0.901	0	0.0878	1	OURBAN	0.19	0.025
420011	0.9731	0	0.03409	1	0.9815	0	0	1	OURBAN	0.491	0.038
420015	0.9731	0	0.0691	1	0.9815	0	0	1	OURBAN	0.303	0.019
420016	0.8588	0	0.12	1	0.901	0	0	1	RURAL	0.662	0.045
420018	0.896	0.1225	0.27073	1	0.9276	0.04964	0.09738	1	OURBAN	0.298	0.017
420019	0.8746	0	0.09074	1	0.9123	0	0	1	RURAL	0.264	0.03
420020	0.9184	0	0.16381	1	0.9434	0	0	1	RURAL	0.324	0.027
420023	0.9731	0	0	1	0.9815	0	0.02631	1	OURBAN	0.267	0.019
420026	0.896	0	0	1	0.9276	0	0.0207	1	OURBAN	0.311	0.026
420027	0.9805	0.03039	0.07363	1	0.9866	0.01195	0.04555	1	OURBAN	0.184	0.021
420030	0.9184	0	0.12	1	0.9434	0	0	1	RURAL	0.284	0.03
420033	0.9731	0	0.05852	1	0.9815	0	0	1	OURBAN	0.448	0.048
420036	0.9428	0	0.1526	1	0.9605	0	0	1	RURAL	0.172	0.017
420037	0.9731	0	0	1	0.9815	0	0	1	OURBAN	0.37	0.053
420038	0.9731	0	0.10767	1	0.9815	0	0	1	OURBAN	0.34	0.028
420039	0.8993	0	0.0504	1	0.9299	0	0.03903	1	OURBAN	0.371	0.03
420043	0.8745	0	0.12	1	0.9123	0	0	1	RURAL	0.184	0.024
420048	0.896	0	0.08757	1	0.9276	0	0.04914	1	OURBAN	0.427	0.024
420049	0.867	0	0.17904	1	0.9069	0	0.07296	1	OURBAN	0.354	0.032
420051	0.8588	0.02535	0.22784	1	0.901	0.00763	0.08589	1	OURBAN	0.254	0.016
420053	0.8623	0	0.12	1	0.9035	0	0	1	RURAL	0.322	0.031
420054	0.859	0	0.12	1	0.9012	0	0	1	RURAL	0.258	0.036
420055	0.8588	0	0.12	1	0.901	0	0	1	RURAL	0.311	0.029
420056	0.8588	0	0.12	1	0.901	0	0	1	RURAL	0.609	0.021
420057	0.8588	0	0.07259	1	0.901	0	0	1	OURBAN	0.29	0.009
420062	0.9428	0	0.12	1	0.9605	0	0	1	RURAL	0.237	0.03
420064	0.867	0	0.15991	1	0.9069	0	0.06793	1	OURBAN	0.375	0.04
420065	0.9184	0	0.08438	1	0.9434	0	0.04832	1	OURBAN	0.276	0.025
420066	0.8588	0	0.12	1	0.901	0	0	1	OURBAN	0.436	0.014
420067	0.8804	0	0.18223	1	0.9165	0	0	1	RURAL	0.321	0.023
420068	0.9567	0	0.23927	1	0.9701	0	0	1	RURAL	0.223	0.019
420069	0.8588	0	0.12	1	0.901	0	0	1	OURBAN	0.347	0.014
420070	0.896	0	0.15956	1	0.9276	0	0.06784	1	OURBAN	0.35	0.052
420071	0.9315	0.04143	0.13454	1	0.9526	0.01617	0	1	RURAL	0.284	0.024
420072	0.8588	0	0.11313	1	0.901	0	0	1	RURAL	0.464	0.036
420073	0.896	0	0.06377	1	0.9276	0	0.04302	1	OURBAN	0.235	0.02
420078	0.9731	0.08778	0.17087	1	0.9815	0.02616	0.07081	1	OURBAN	0.311	0.022
420079	0.9184	0.03377	0.10108	1	0.9434	0.01176	0.05262	1	OURBAN	0.194	0.018
420080	0.8804	0	0	1	0.9165	0	0	1	RURAL	0.345	0.037
420082	0.9569	0.00186	0.18974	1	0.9703	0.00076	0.07578	1	OURBAN	0.302	0.034
420083	0.9315	0	0.05383	1	0.9526	0	0.04014	1	OURBAN	0.23	0.032
420085	0.9051	0	0	1	0.934	0	0.02777	1	OURBAN	0.214	0.025
420086	0.896	0	0.14442	1	0.9276	0	0.06388	1	OURBAN	0.327	0.025
420087	0.9184	0	0.04036	1	0.9434	0	0.03579	1	OURBAN	0.318	0.025
420089	0.9184	0	0	1	0.9434	0	0.02977	1	OURBAN	0.278	0.025
420091	0.8588	0	0.14115	1	0.901	0	0.06302	1	OURBAN	0.198	0.012
420098	0.8588	0	0	1	0.901	0	0	1	RURAL	0.32	0.034
420101	0.8588	0	0	1	0.901	0	0	1	RURAL	0.402	0.026
420102	0.9731	0	0	1	0.9815	0	0	1	OURBAN	0.291	0.024
430005	0.9467	0	0	1	0.9632	0	0	1	RURAL	0.363	0.043
430008	0.9373	0	0	1	0.9566	0	0	1	RURAL	0.489	0.053
430012	0.9344	0	0.07184	1	0.9546	0	0	1	RURAL	0.38	0.029
430013	0.9373	0	0.07911	1	0.9566	0	0	1	RURAL	0.411	0.028
430014	0.8396	0	0	1	0.8872	0	0	1	RURAL	0.419	0.03
430015	0.9344	0	0.12	1	0.9546	0	0	1	RURAL	0.392	0.034
430016	0.9344	0.02609	0.08891	1	0.9546	0.01077	0.04948	1	OURBAN	0.28	0.022
430027	0.9344	0.02822	0.0623	1	0.9546	0.01186	0.04265	1	OURBAN	0.315	0.024
430048	0.9344	0	0.07	1	0.9546	0	0	1	RURAL	0.527	0.056
430060	0.9344	0	0	1	0.9546	0	0	1	RURAL	0.832	0.057
430064	0.9344	0	0.12	1	0.9546	0	0	1	RURAL	0.639	0.044
430077	0.9582	0.02922	0.16262	1	0.9712	0.01097	0.06864	1	OURBAN	0.381	0.027
430081	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.441	0.031
430082	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.346	0.031
430083	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.441	0.031
430084	1.4402	0	0.12	1	1.2838	0	0	1	RURAL	0.441	0.031
430085	1.4402	0	0	1	1.2838	0	0	1	RURAL	0.441	0.031
430089	0.875	0	0	1	0.9126	0	0	1	OURBAN	0.353	0.036
430090	0.9344	0	0	1	0.9546	0	0	1	OURBAN	0.319	0.039
430091	0.9467	0	0	1	0.9632	0	0	1	OURBAN	0.329	0.033
430092	0.8396	0	0	1	0.8872	0	0	1	RURAL	0.4	0.019
430093	0.9467	0	0	1	0.9632	0	0	1	OURBAN	0.475	0.061
430094	0.8525	0	0	1	0.8965	0	0	1	RURAL	0.647	0.062
430095	0.9344	0	0	1	0.9546	0	0	1	OURBAN	0.32	0.062
430096	0.8396	0	0	1	0.8872	0	0	1	RURAL	0.405	0.081
440001	0.7994	0	0	1	0.8579	0	0	1	OURBAN	0.562	0.047
440002	0.8871	0.0161	0.13881	1	0.9212	0.00616	0.06241	1	OURBAN	0.374	0.036
440003	0.943	0	0.15071	1	0.9606	0	0.06552	1	LURBAN	0.315	0.031
440006	0.943	0	0.05409	1	0.9606	0	0.04022	1	LURBAN	0.202	0.033
440007	0.8162	0	0.11993	1	0.8702	0	0	1	RURAL	0.368	0.026
440008	0.8326	0	0.11569	1	0.8821	0	0	1	RURAL	0.242	0.03
440009	0.7943	0	0.08207	1	0.8541	0	0	1	RURAL	0.327	0.033
440010	0.7943	0	0.09988	1	0.8541	0	0	1	RURAL	0.451	0.046
440011	0.7943	0	0.04278	1	0.8541	0	0.03657	1	OURBAN	0.283	0.019
440012	0.7952	0.07484	0.0771	1	0.8548	0.02957	0.04644	1	OURBAN	0.273	0.023
440015	0.7943	0.17653	0.20157	1	0.8541	0.06866	0.07891	1	OURBAN	0.295	0.022
440016	0.8087	0	0.05651	1	0.8647	0	0	1	RURAL	0.448	0.037
440017	0.7952	0.05282	0.1043	1	0.8548	0.02331	0.05345	1	OURBAN	0.279	0.027
440018	0.7994	0	0.17208	1	0.8579	0	0.07113	1	OURBAN	0.219	0.027
440019	0.7943	0	0.04857	1	0.8541	0	0.03844	1	OURBAN	0.244	0.03
440020	0.8675	0	0.14455	1	0.9072	0	0	1	RURAL	0.386	0.038
440024	0.8711	0	0.10364	1	0.9098	0	0.05328	1	OURBAN	0.36	0.052
440025	0.8596	0	0.07663	1	0.9016	0	0	1	RURAL	0.468	0.042
440029	0.943	0	0	1	0.9606	0	0.02059	1	LURBAN	0.499	0.047
440030	0.7943	0	0.12186	1	0.8541	0	0.058	1	OURBAN	0.309	0.026
440031	0.7962	0	0.08712	1	0.8555	0	0	1	RURAL	0.403	0.032
440032	0.7943	0	0.12	1	0.8541	0	0	1	OURBAN	0.307	0.031
440033	0.797	0	0.11223	1	0.8561	0	0	1	RURAL	0.326	0.019
440034	0.7943	0	0.06934	1	0.8541	0	0.04445	1	OURBAN	0.3	0.033
440035	0.9236	0	0.16965	1	0.947	0	0.07049	1	OURBAN	0.359	0.037
440039	0.943	0.32533	0.20464	1	0.9606	0.12006	0.07972	1	LURBAN	0.278	0.023
440040	0.7943	0	0.04138	1	0.8541	0	0	1	RURAL	0.356	0.005
440046	0.943	0	0.12438	1	0.9606	0	0.05866	1	LURBAN	0.255	0.031
440047	0.8281	0	0.03209	1	0.8788	0	0	1	RURAL	0.545	0.059
440048	0.9289	0.02583	0.03228	1	0.9507	0.00904	0.03318	1	LURBAN	0.339	0.023
440049	0.9289	0.08444	0.18859	1	0.9507	0.03224	0.07547	1	LURBAN	0.329	0.026
440050	0.7952	0	0.11614	1	0.8548	0	0	1	RURAL	0.369	0.044
440051	0.8025	0	0.12	1	0.8601	0	0	1	RURAL	0.284	0.04
440052	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.222	0.039
440053	0.943	0	0.09111	1	0.9606	0	0.05005	1	LURBAN	0.347	0.039
440054	0.7943	0	0.07028	1	0.8541	0	0	1	RURAL	0.415	0.018
440056	0.7943	0	0.03642	1	0.8541	0	0	1	OURBAN	0.366	0.063
440057	0.7964	0	0.12	1	0.8556	0	0	1	RURAL	0.368	0.02
440058	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.316	0.023
440059	0.9236	0	0.08729	1	0.947	0	0	1	RURAL	0.416	0.028
440060	0.8326	0	0	1	0.8821	0	0	1	RURAL	0.559	0.081
440061	0.7943	0	0.14066	1	0.8541	0	0	1	RURAL	0.235	0.025
440063	0.7994	0.07595	0.1665	1	0.8579	0.02358	0.06966	1	OURBAN	0.236	0.019
440064	0.8842	0	0.12	1	0.9192	0	0	1	OURBAN	0.275	0.043
440065	0.943	0	0.14233	1	0.9606	0	0.06333	1	LURBAN	0.371	0.051
440067	0.7943	0	0.24964	1	0.8541	0	0.09171	1	OURBAN	0.202	0.022
440068	0.8711	0	0.12	1	0.9098	0	0	1	RURAL	0.303	0.029
440070	0.8052	0	0.02893	1	0.8621	0	0	1	RURAL	0.599	0.024
440072	0.8871	0	0.12	1	0.9212	0	0	1	RURAL	0.213	0.027
440073	0.9236	0	0.1179	1	0.947	0	0	1	RURAL	0.444	0.046
440081	0.7995	0	0.12	1	0.8579	0	0	1	RURAL	0.323	0.049
440082	0.943	0.00735	0	1	0.9606	0.00792	0.02226	1	LURBAN	0.322	0.031
440083	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.251	0.019
440084	0.7968	0	0.14759	1	0.8559	0	0	1	RURAL	0.445	0.025
440091	0.8842	0	0	1	0.9192	0	0.01565	1	OURBAN	0.291	0.018
440102	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.5	0.075
440104	0.8842	0.12797	0.20458	1	0.9192	0.04906	0.0797	1	OURBAN	0.275	0.024
440105	0.7994	0	0.12	1	0.8579	0	0	1	OURBAN	0.167	0.028
440109	0.8013	0	0.24974	1	0.8592	0	0	1	RURAL	0.416	0.031
440110	0.7943	0	0.03839	1	0.8541	0	0	1	OURBAN	0.325	0.061
440111	0.943	0.1987	0.50549	1	0.9606	0.08545	0.16247	1	LURBAN	0.45	0.06
440115	0.8281	0	0.12	1	0.8788	0	0	1	RURAL	0.562	0.062
440120	0.7943	0	0.06089	1	0.8541	0	0.04229	1	OURBAN	0.264	0.019
440125	0.7943	0	0.12999	1	0.8541	0	0.06012	1	OURBAN	0.263	0.032
440130	0.7943	0	0.05521	1	0.8541	0	0	1	RURAL	0.451	0.049
440131	0.9289	0	0.25591	1	0.9507	0	0.09339	1	LURBAN	0.359	0.029
440132	0.7943	0	0.06446	1	0.8541	0	0	1	RURAL	0.407	0.038
440133	0.943	0.02476	0.05335	1	0.9606	0.01009	0.03998	1	LURBAN	0.299	0.029
440135	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.32	0.028
440137	0.8681	0	0.12	1	0.9077	0	0	1	RURAL	0.364	0.04
440141	0.7943	0	0.16579	1	0.8541	0	0	1	RURAL	0.541	0.027
440144	0.9236	0	0.09953	1	0.947	0	0	1	RURAL	0.25	0.033
440148	0.9236	0	0.10319	1	0.947	0	0	1	RURAL	0.452	0.036
440150	0.943	0	0.08271	1	0.9606	0	0.04788	1	LURBAN	0.241	0.029
440151	0.9236	0	0.1763	1	0.947	0	0	1	RURAL	0.264	0.024
440152	0.9289	0.16242	0.53255	1	0.9507	0.07683	0.17022	1	LURBAN	0.188	0.014
440153	0.7943	0	0.12	1	0.8541	0	0	1	RURAL	0.365	0.055
440156	0.8842	0	0.19093	1	0.9192	0	0.07609	1	OURBAN	0.225	0.021
440159	0.9289	0	0.24667	1	0.9507	0	0.09092	1	LURBAN	0.259	0.013
440161	0.943	0	0.15356	1	0.9606	0	0.06627	1	LURBAN	0.223	0.022
440168	0.9289	0	0.12	1	0.9507	0	0	1	LURBAN	0.482	0.03
440173	0.7943	0	0.14496	1	0.8541	0	0.06402	1	OURBAN	0.285	0.031
440174	0.8255	0	0.29479	1	0.8769	0	0	1	RURAL	0.298	0.041
440175	0.7943	0	0.10614	1	0.8541	0	0	1	RURAL	0.358	0.048
440176	0.7952	0.01346	0.1925	1	0.8548	0.00558	0.07651	1	OURBAN	0.245	0.028
440180	0.797	0	0.12	1	0.8561	0	0	1	RURAL	0.333	0.041
440181	0.8308	0	0.25432	1	0.8808	0	0	1	RURAL	0.51	0.077
440182	0.8087	0	0.12	1	0.8647	0	0	1	RURAL	0.266	0.027
440183	0.9289	0.01926	0.14064	1	0.9507	0.00776	0.06289	1	LURBAN	0.18	0.011
440184	0.7994	0	0.09549	1	0.8579	0	0	1	OURBAN	0.258	0.071
440185	0.8711	0	0.11416	1	0.9098	0	0.056	1	OURBAN	0.225	0.031
440186	0.943	0	0.12	1	0.9606	0	0	1	LURBAN	0.439	0.022
440187	0.7943	0	0.17486	1	0.8541	0	0	1	RURAL	0.316	0.028
440189	0.8437	0	0.18574	1	0.8901	0	0.07472	1	OURBAN	0.197	0.022
440192	0.9236	0	0.16688	1	0.947	0	0	1	RURAL	0.169	0.043
440193	0.943	0	0.1661	1	0.9606	0	0.06955	1	LURBAN	0.19	0.02
440194	0.943	0	0.07501	1	0.9606	0	0	1	LURBAN	0.276	0.041
440197	0.943	0	0.11665	1	0.9606	0	0.05665	1	LURBAN	0.283	0.033
440200	0.943	0	0.12	1	0.9606	0	0	1	LURBAN	0.45	0.034
440217	0.9289	0.00202	0	1	0.9507	0.00138	0	1	LURBAN	0.417	0.061
440218	0.943	0	0	1	0.9606	0	0	1	LURBAN	0.271	0.031
440222	0.9289	0.00779	0.28396	1	0.9507	0.00368	0.10095	1	LURBAN	0.376	0.05
440225	0.7943	0	0	1	0.8541	0	0	1	OURBAN	0.358	0.029
440226	0.7943	0	0	1	0.8541	0	0	1	OURBAN	0.27	0.112
440227	0.943	0	0.12	1	0.9606	0	0	1	LURBAN	0.324	0.093
440228	0.9289	0	0.07996	1	0.9507	0	0.04718	1	LURBAN	0.189	0.025
450002	0.8836	0.00464	0.40171	1	0.9187	0.00245	0.13323	1	OURBAN	0.138	0.011
450005	0.8565	0	0.12	1	0.8994	0	0	1	OURBAN	0.279	0.03
450007	0.8917	0	0.05277	1	0.9245	0	0	1	RURAL	0.475	0.037
450008	0.8823	0	0.15636	1	0.9178	0	0.067	1	OURBAN	0.49	0.046
450010	0.9142	0.03403	0.09183	1	0.9404	0.01542	0.05023	1	OURBAN	0.257	0.026
450011	0.916	0.04971	0.11266	1	0.9417	0.02107	0.05562	1	OURBAN	0.198	0.01
450015	0.9816	0.29601	0.35	1	0.9874	0.13712	0.1189	1	LURBAN	0.304	0.019
450018	0.989	0.36716	0.35	1	0.9925	0.17889	0.1189	1	LURBAN	0.381	0.014
450021	0.9816	0.07716	0.12495	1	0.9874	0.02906	0.05881	1	LURBAN	0.315	0.02
450023	0.8124	0	0.08211	1	0.8674	0	0.04773	1	OURBAN	0.253	0.023
450024	0.8836	0.27718	0.35	1	0.9187	0.14632	0.1189	1	OURBAN	0.362	0.042
450028	0.9193	0	0.48867	1	0.944	0	0.15768	1	OURBAN	0.118	0.012
450029	0.8785	0	0.49117	1	0.9151	0	0.15839	1	OURBAN	0.199	0.023
450031	0.9816	0	0.16452	1	0.9874	0	0.06914	1	LURBAN	0.148	0.014
450032	0.8378	0	0.16784	1	0.8859	0	0.07001	1	OURBAN	0.281	0.033
450033	0.9193	0.0222	0.34478	1	0.944	0.01084	0.11751	1	OURBAN	0.211	0.017
450034	0.8565	0	0.1071	1	0.8994	0	0.05418	1	OURBAN	0.24	0.019
450035	0.989	0.10635	0.35083	1	0.9925	0.05632	0.11917	1	LURBAN	0.314	0.03
450037	0.8667	0	0.10258	1	0.9067	0	0.05301	1	OURBAN	0.225	0.024
450039	0.9816	0.15564	0.35	1	0.9874	0.0695	0.1189	1	LURBAN	0.283	0.022
450040	0.8681	0.00496	0.08298	1	0.9077	0.00225	0.04795	1	OURBAN	0.151	0.013
450042	0.8672	0.01948	0.06132	1	0.907	0.00655	0.0424	1	OURBAN	0.284	0.016
450044	0.9816	0.09042	0.14916	1	0.9874	0.03496	0.06512	1	LURBAN	0.306	0.015
450046	0.8465	0.02284	0.23118	1	0.8922	0.00936	0.08678	1	OURBAN	0.227	0.013
450047	0.9193	0	0.12	1	0.944	0	0	1	OURBAN	0.373	0.018
450051	0.9816	0.05447	0.27083	1	0.9874	0.02326	0.0974	1	LURBAN	0.333	0.025
450052	0.8124	0	0.08793	1	0.8674	0	0	1	RURAL	0.431	0.013
450054	0.8823	0.19247	0.09764	1	0.9178	0.08229	0.05173	1	OURBAN	0.32	0.025
450055	0.8124	0	0.11769	1	0.8674	0	0	1	RURAL	0.536	0.023
450056	0.9488	0	0.03369	1	0.9646	0	0.03364	1	LURBAN	0.28	0.015
450058	0.8917	0	0.20712	1	0.9245	0	0.08038	1	LURBAN	0.227	0.026
450059	0.8992	0	0.04995	1	0.9298	0	0.03889	1	LURBAN	0.368	0.025
450064	0.9816	0	0.06343	1	0.9874	0	0.04294	1	LURBAN	0.322	0.019
450068	0.989	0.25042	0.32594	1	0.9925	0.11016	0.11235	1	LURBAN	0.272	0.022
450072	0.989	0	0.09208	1	0.9925	0	0.0503	1	LURBAN	0.333	0.029
450073	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.432	0.049
450078	0.8124	0	0.05148	1	0.8674	0	0	1	RURAL	0.476	0.023
450079	0.9816	0	0.11993	1	0.9874	0	0.0575	1	LURBAN	0.297	0.033
450080	0.9816	0	0.12351	1	0.9874	0	0	1	RURAL	0.377	0.027
450082	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.261	0.025
450083	0.887	0	0.08013	1	0.9212	0	0.04722	1	OURBAN	0.158	0.023
450085	0.8124	0	0.09569	1	0.8674	0	0	1	RURAL	0.439	0.035
450087	0.9816	0	0	1	0.9874	0	0.02934	1	LURBAN	0.191	0.013
450090	0.8774	0	0.10553	1	0.9143	0	0	1	RURAL	0.329	0.062
450092	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.285	0.055
450097	0.989	0	0.16625	1	0.9925	0	0.06959	1	LURBAN	0.166	0.016
450099	0.8851	0	0.08482	1	0.9198	0	0	1	RURAL	0.249	0.011
450101	0.8672	0.03918	0.21182	1	0.907	0.01848	0.08163	1	OURBAN	0.325	0.028
450102	0.887	0.00404	0.09148	1	0.9212	0.00138	0.05014	1	OURBAN	0.183	0.019
450104	0.8917	0	0.12633	1	0.9245	0	0.05916	1	LURBAN	0.452	0.025
450107	0.8836	0	0.37699	1	0.9187	0	0.12638	1	OURBAN	0.172	0.023
450108	0.8917	0	0	1	0.9245	0	0	1	LURBAN	0.445	0.082
450119	0.9053	0	0.65825	1	0.9341	0	0.20689	1	OURBAN	0.191	0.029
450123	0.8565	0	0	1	0.8994	0	0.03061	1	OURBAN	0.251	0.01
450124	0.9488	0.09424	0.40865	1	0.9646	0.03778	0.13516	1	LURBAN	0.337	0.019
450126	0.989	0	0.23086	1	0.9925	0	0.08669	1	LURBAN	0.198	0.022
450128	0.9053	0	0.48021	1	0.9341	0	0.15528	1	OURBAN	0.289	0.039
450130	0.8917	0	0.42753	1	0.9245	0	0.14044	1	LURBAN	0.306	0.024
450132	0.9392	0.06264	0.18627	1	0.958	0.03492	0.07486	1	OURBAN	0.354	0.028
450133	0.9528	0.03308	0.11221	1	0.9674	0.01505	0.0555	1	OURBAN	0.461	0.037
450135	0.9816	0.00355	0.18444	1	0.9874	0.00105	0.07438	1	LURBAN	0.268	0.021
450137	0.9816	0	0.1025	1	0.9874	0	0.05299	1	LURBAN	0.274	0.018
450143	0.9488	0	0.07971	1	0.9646	0	0	1	LURBAN	0.439	0.02
450144	0.8683	0	0.12	1	0.9078	0	0	1	RURAL	0.636	0.061
450147	0.8124	0	0.18019	1	0.8674	0	0.07326	1	OURBAN	0.238	0.024
450148	0.9816	0	0.12152	1	0.9874	0	0.05792	1	LURBAN	0.321	0.018
450152	0.8823	0	0.13652	1	0.9178	0	0.06182	1	OURBAN	0.282	0.029
450154	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.395	0.05
450155	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.498	0.044
450162	0.8681	0	0.14783	1	0.9077	0	0.06477	1	OURBAN	0.316	0.04
450163	0.8178	0	0.12	1	0.8713	0	0	1	RURAL	0.266	0.019
450165	0.8917	0	0.12	1	0.9245	0	0	1	LURBAN	0.228	0.021
450176	0.9053	0	0.59149	1	0.9341	0	0.18727	1	OURBAN	0.207	0.02
450177	0.8124	0	0.12	1	0.8674	0	0	1	RURAL	0.471	0.041
450178	0.912	0	0.12	1	0.9389	0	0	1	RURAL	0.375	0.044
450184	0.989	0.02081	0.1795	1	0.9925	0.00841	0.07308	1	LURBAN	0.301	0.028
450187	0.989	0	0.12	1	0.9925	0	0	1	RURAL	0.365	0.026
450188	0.8124	0	0.05797	1	0.8674	0	0	1	RURAL	0.278	0.021
450191	0.9488	0	0.12	1	0.9646	0	0	1	LURBAN	0.343	0.031
450192	0.8395	0	0.12	1	0.8871	0	0	1	RURAL	0.279	0.04
450193	0.989	0.08038	0	1	0.9925	0.02896	0.02859	1	LURBAN	0.278	0.017
450194	0.8337	0	0.12	1	0.8829	0	0	1	RURAL	0.215	0.041
450196	0.9816	0	0.12515	1	0.9874	0	0	1	RURAL	0.232	0.029
