hrr	region	zip5
144	5	30599
144	5	30602
144	5	30609
144	5	30035
144	5	30189
144	5	30634
144	5	30639
144	5	30645
144	5	30647
144	5	30655
144	5	30656
144	5	30630
144	5	30666
144	5	30311
144	5	30597
144	5	30724
144	5	30512
144	5	30572
144	5	30117
144	5	30287
144	5	31026
144	5	30677
144	5	30269
144	5	30521
144	5	31107
144	5	30525
144	5	31150
144	5	31197
144	5	31198
144	5	30127
144	5	30671
144	5	31024
144	5	30333
144	5	30581
144	5	30537
144	5	30078
144	5	30506
144	5	30148
144	5	30041
144	5	30096
144	5	31830
144	5	30360
144	5	30106
144	5	30048
144	5	31192
144	5	30284
144	5	30380
144	5	30156
144	5	28909
144	5	30740
144	5	30160
144	5	30276
144	5	30722
144	5	30230
144	5	30079
144	5	30074
144	5	30288
144	5	30369
144	5	30350
144	5	30092
144	5	30298
144	5	30134
144	5	30238
144	5	30019
144	5	30552
144	5	30503
144	5	30571
144	5	30229
144	5	30535
144	5	30241
144	5	30187
144	5	30135
144	5	30721
144	5	30150
144	5	30364
144	5	30093
144	5	30719
144	5	30531
144	5	30265
144	5	30516
144	5	30710
144	5	30296
144	5	30024
144	5	30545
144	5	30650
144	5	30629
144	5	30206
144	5	30523
144	5	30216
144	5	30071
144	5	30004
144	5	30620
144	5	30326
144	5	30563
144	5	30109
144	5	30076
144	5	30237
144	5	30257
144	5	30205
144	5	30327
144	5	36273
144	5	30573
144	5	30072
144	5	30075
144	5	30564
144	5	30108
144	5	30638
144	5	30321
144	5	30091
144	5	30305
144	5	30060
144	5	30219
144	5	30228
144	5	30133
144	5	30353
144	5	30396
144	5	30039
144	5	30040
144	5	30387
144	5	30007
144	5	30375
144	5	30622
144	5	30297
144	5	30292
144	5	30392
144	5	30342
144	5	30111
144	5	31156
144	5	30240
144	5	30399
144	5	31145
144	5	30049
144	5	30513
144	5	30315
144	5	30137
144	5	30119
144	5	30755
144	5	30711
144	5	30371
144	5	30628
144	5	30036
144	5	31126
144	5	28775
144	5	30678
144	5	30177
144	5	30102
144	5	30534
144	5	30514
144	5	30073
144	5	30667
144	5	30157
144	5	31146
144	5	39901
144	5	30234
144	5	30544
144	5	30624
144	5	30175
144	5	30625
144	5	30016
144	5	30511
144	5	30179
144	5	36855
144	5	30046
144	5	30549
144	5	30261
144	5	30735
144	5	30598
144	5	30094
144	5	30069
144	5	30184
144	5	30026
144	5	30310
144	5	30312
144	5	30006
144	5	30017
144	5	30751
144	5	30070
144	5	30596
144	5	30398
144	5	30546
144	5	30077
144	5	30559
144	5	30510
144	5	30345
144	5	30386
144	5	30114
144	5	30374
144	5	28902
144	5	30324
144	5	30558
144	5	30542
144	5	30302
144	5	30260
144	5	31136
144	5	30366
144	5	30082
144	5	31131
144	5	30627
144	5	30502
144	5	30517
144	5	30316
144	5	30295
144	5	31193
144	5	30097
144	5	30083
144	5	30112
144	5	30182
144	5	30218
144	5	30122
145	5	29808
145	5	30807
145	5	29911
145	5	29847
145	5	29834
145	5	29850
145	5	30828
145	5	30830
145	5	30916
145	5	29821
145	5	31082
145	5	29841
145	5	30905
145	5	30906
145	5	29802
145	5	30904
145	5	30806
145	5	31045
145	5	29846
145	5	31067
145	5	30426
145	5	30477
145	5	30917
145	5	30442
145	5	29923
145	5	30824
145	5	30907
145	5	30815
145	5	30448
145	5	30911
145	5	29851
145	5	29826
145	5	30820
145	5	30833
145	5	30822
145	5	30821
145	5	30919
145	5	30811
145	5	29137
145	5	30673
145	5	30668
145	5	30909
145	5	30809
145	5	29838
145	5	30901
145	5	29829
145	5	31094
145	5	29824
145	5	30401
145	5	30816
145	5	30456
145	5	30818
145	5	30814
145	5	29809
145	5	29832
145	5	29849
145	5	29816
145	5	29836
145	5	30805
145	5	29842
145	5	30999
145	5	30803
145	5	29861
145	5	30808
145	5	30812
145	5	30813
145	5	29129
145	5	31096
145	5	31049
145	5	30660
145	5	29804
145	5	29828
145	5	29845
145	5	29803
145	5	29831
145	5	30912
145	5	30434
145	5	29932
145	5	29839
145	5	29856
145	5	30802
145	5	29805
145	5	30810
145	5	30631
145	5	29827
145	5	30817
145	5	29164
145	5	29853
145	5	31018
145	5	29860
145	5	29801
145	5	29822
145	5	31035
145	5	30413
145	5	30914
145	5	29810
145	5	30903
145	5	30425
145	5	30819
145	5	30664
145	5	30823
145	5	31089
146	5	31814
146	5	31999
146	5	31831
146	5	31805
146	5	36858
146	5	31801
146	5	31836
146	5	31917
146	5	31904
146	5	31832
146	5	36869
146	5	31826
146	5	31997
146	5	31815
146	5	31824
146	5	31804
146	5	31821
146	5	31816
146	5	31995
146	5	36867
146	5	31908
146	5	31808
146	5	36860
146	5	39836
146	5	36851
146	5	31903
146	5	31901
146	5	31820
146	5	31807
146	5	31914
146	5	36871
146	5	31825
146	5	31993
146	5	39840
146	5	36877
146	5	36875
146	5	31829
146	5	31812
146	5	31058
146	5	39854
146	5	31823
146	5	31902
146	5	31827
146	5	31907
146	5	36870
146	5	31909
146	5	31803
146	5	31905
146	5	31811
146	5	36868
146	5	31810
146	5	31906
147	5	31068
147	5	31077
147	5	31020
147	5	31042
147	5	31034
147	5	31025
147	5	31216
147	5	31001
147	5	31086
147	5	31075
147	5	31010
147	5	31097
147	5	31030
147	5	31005
147	5	31544
147	5	31027
147	5	31015
147	5	31207
147	5	31003
147	5	31029
147	5	31004
147	5	31769
147	5	31002
147	5	31017
147	5	31037
147	5	31090
147	5	31206
147	5	31084
147	5	31078
147	5	31093
147	5	31064
147	5	31098
147	5	31297
147	5	31711
147	5	31062
147	5	31212
147	5	31065
147	5	31032
147	5	31008
147	5	31783
147	5	31040
147	5	31038
147	5	31217
147	5	31060
147	5	30454
147	5	31014
147	5	31076
147	5	30286
147	5	31047
147	5	31009
147	5	31209
147	5	31051
147	5	31099
147	5	31070
147	5	31054
147	5	30204
147	5	31059
147	5	31023
147	5	30256
147	5	31033
147	5	31039
147	5	31044
147	5	31052
147	5	31055
147	5	31063
147	5	31071
147	5	31072
147	5	31081
147	5	31091
147	5	31092
147	5	31295
147	5	31202
147	5	31203
147	5	31204
147	5	31205
147	5	31208
147	5	31210
147	5	31211
147	5	31220
147	5	31006
147	5	31066
147	5	31069
147	5	31213
147	5	31028
147	5	31007
147	5	31712
147	5	31050
147	5	30285
147	5	31046
147	5	31031
147	5	31057
147	5	31012
147	5	31095
147	5	31021
147	5	30411
147	5	31088
147	5	30447
147	5	31022
147	5	30258
147	5	31221
147	5	30457
147	5	31019
147	5	31296
147	5	31201
147	5	31036
147	5	31013
147	5	31083
147	5	31041
147	5	31011
147	5	31087
147	5	30428
147	5	31079
147	5	31016
147	5	31774
147	5	31750
148	5	35960
148	5	35973
148	5	30172
148	5	30113
148	5	30163
148	5	30732
148	5	30161
148	5	30173
148	5	30747
148	5	30703
148	5	30138
148	5	30176
148	5	30147
148	5	36275
148	5	30178
148	5	30731
148	5	30149
148	5	30734
148	5	30733
148	5	30103
148	5	30153
148	5	30701
148	5	30105
148	5	30162
148	5	30104
148	5	35983
148	5	36269
148	5	35959
148	5	30746
148	5	30139
148	5	30753
148	5	30165
148	5	30164
148	5	30145
148	5	30730
148	5	30110
148	5	30140
148	5	30125
148	5	30124
149	5	29912
149	5	31513
149	5	30467
149	5	31302
149	5	30438
149	5	31321
149	5	31412
149	5	29910
149	5	31409
149	5	30417
149	5	31420
149	5	31320
149	5	31563
149	5	30446
149	5	31333
149	5	29926
149	5	29943
149	5	31421
149	5	31404
149	5	31555
149	5	31518
149	5	31328
149	5	30429
149	5	31403
149	5	31326
149	5	29901
149	5	31318
149	5	31310
149	5	31314
149	5	29935
149	5	29940
149	5	31401
149	5	30475
149	5	29931
149	5	31405
149	5	29916
149	5	31418
149	5	29904
149	5	31307
149	5	31532
149	5	31546
149	5	30424
149	5	31598
149	5	30461
149	5	31414
149	5	30473
149	5	30471
149	5	31402
149	5	30421
149	5	31408
149	5	31539
149	5	31545
149	5	29934
149	5	29909
149	5	30410
149	5	31324
149	5	30439
149	5	31303
149	5	31410
149	5	31315
149	5	30423
149	5	31411
149	5	31329
149	5	31599
149	5	31312
149	5	31416
149	5	29914
149	5	31323
149	5	31560
149	5	30452
149	5	30415
149	5	30458
149	5	29936
149	5	29928
149	5	30460
149	5	29915
149	5	31415
149	5	30427
149	5	30474
149	5	29907
149	5	29941
149	5	31322
149	5	29905
149	5	30499
149	5	31543
149	5	31313
149	5	30436
149	5	30470
149	5	30459
149	5	29945
149	5	31308
149	5	29925
149	5	31309
149	5	30420
149	5	29903
149	5	30464
149	5	30455
149	5	29938
149	5	29902
149	5	30412
149	5	30449
149	5	30450
149	5	30414
149	5	31419
149	5	30445
149	5	30451
149	5	31515
149	5	31301
149	5	30453
149	5	29927
149	5	31406
149	5	31407
149	5	29920
149	5	31316
149	5	29906
150	13	96766
150	13	96769
150	13	96860
150	13	96807
150	13	96707
150	13	96757
150	13	96725
150	13	96745
150	13	96810
150	13	96795
150	13	96726
150	13	96732
150	13	96854
150	13	96721
150	13	96719
150	13	96730
150	13	96796
150	13	96858
150	13	96731
150	13	96785
150	13	96783
150	13	96763
150	13	96847
150	13	96790
150	13	96751
150	13	96737
150	13	96701
150	13	96844
150	13	96716
150	13	96781
150	13	96824
150	13	96840
150	13	96741
150	13	96863
150	13	96820
150	13	96837
150	13	96812
150	13	96849
150	13	96821
150	13	96850
150	13	96814
150	13	96773
150	13	96748
150	13	96836
150	13	96786
150	13	96752
150	13	96835
150	13	96838
150	13	96805
150	13	96827
150	13	96703
150	13	96709
150	13	96797
150	13	96803
150	13	96718
150	13	96898
150	13	96708
150	13	96727
150	13	96793
150	13	96819
150	13	96704
150	13	96734
150	13	96720
150	13	96776
150	13	96770
150	13	96754
150	13	96714
150	13	96830
150	13	96857
150	13	96746
150	13	96739
150	13	96747
150	13	96792
150	13	96717
150	13	96765
150	13	96801
150	13	96710
150	13	96756
150	13	96768
150	13	96853
150	13	96816
150	13	96750
150	13	96828
150	13	96784
150	13	96843
150	13	96813
150	13	96788
150	13	96764
150	13	96778
150	13	96743
150	13	96861
150	13	96815
150	13	96705
150	13	96772
150	13	96715
150	13	96846
150	13	96802
150	13	96761
150	13	96767
150	13	96825
150	13	96791
150	13	96779
150	13	96733
150	13	96713
150	13	96817
150	13	96742
150	13	96744
150	13	96771
150	13	96760
150	13	96808
150	13	96722
150	13	96740
150	13	96804
150	13	96749
150	13	96780
150	13	96826
150	13	96848
150	13	96712
150	13	96822
150	13	96809
150	13	96811
150	13	96728
150	13	96759
150	13	96774
150	13	96706
150	13	96777
150	13	96782
150	13	96806
150	13	96762
150	13	96729
150	13	96841
150	13	96818
150	13	96753
150	13	96823
150	13	96839
150	13	96738
150	13	96755
150	13	96789
151	12	83549
151	12	83638
151	12	97910
151	12	83705
151	12	83727
151	12	83622
151	12	83686
151	12	83676
151	12	89826
151	12	83335
151	12	83672
151	12	83338
151	12	97884
151	12	97867
151	12	83704
151	12	83623
151	12	83713
151	12	97907
151	12	83629
151	12	83301
151	12	89831
151	12	97911
151	12	83639
151	12	83652
151	12	83706
151	12	83333
151	12	83314
151	12	83328
151	12	83327
151	12	83730
151	12	97902
151	12	83616
151	12	83352
151	12	97819
151	12	83731
151	12	83655
151	12	83707
151	12	83717
151	12	83660
151	12	83724
151	12	83340
151	12	83703
151	12	83324
151	12	83619
151	12	83646
151	12	83643
151	12	83708
151	12	83636
151	12	83632
151	12	83631
151	12	83626
151	12	83624
151	12	83302
151	12	83728
151	12	83627
151	12	83630
151	12	83617
151	12	83316
151	12	97870
151	12	83701
151	12	83637
151	12	83344
151	12	97920
151	12	83714
151	12	83601
151	12	89825
151	12	97918
151	12	97909
151	12	83547
151	12	83666
151	12	97908
151	12	97903
151	12	83720
151	12	83756
151	12	89834
151	12	83733
151	12	97905
151	12	97901
151	12	97834
151	12	83325
151	12	83719
151	12	83642
151	12	97906
151	12	97833
151	12	83320
151	12	97840
151	12	83348
151	12	83657
151	12	83677
151	12	83650
151	12	83355
151	12	83653
151	12	83634
151	12	83334
151	12	83332
151	12	83670
151	12	83641
151	12	83322
151	12	83321
151	12	97913
151	12	83633
151	12	83313
151	12	83735
151	12	83680
151	12	83715
151	12	83709
151	12	83722
151	12	83605
151	12	83669
151	12	83604
151	12	83654
151	12	83330
151	12	83651
151	12	83610
151	12	83711
151	12	83353
151	12	83278
151	12	83716
151	12	97837
151	12	97877
151	12	83615
151	12	83635
151	12	83644
151	12	89832
151	12	83656
151	12	83729
151	12	97917
151	12	83721
151	12	83712
151	12	97814
151	12	83612
151	12	83354
151	12	83671
151	12	83645
151	12	83607
151	12	83661
151	12	83648
151	12	83687
151	12	83611
151	12	83602
151	12	83349
151	12	83606
151	12	83341
151	12	83303
151	12	83732
151	12	83726
151	12	83799
151	12	97914
151	12	83647
151	12	83628
151	12	83337
151	12	83725
152	12	83425
152	12	83448
152	12	83444
152	12	83445
152	12	83449
152	12	83452
152	12	83213
152	12	83431
152	12	83215
152	12	83401
152	12	83434
152	12	83440
152	12	83436
152	12	83443
152	12	83255
152	12	83441
152	12	83236
152	12	83262
152	12	83221
152	12	83251
152	12	83244
152	12	83427
152	12	83404
152	12	83435
152	12	83420
152	12	83415
152	12	83433
152	12	83450
152	12	83442
152	12	83256
152	12	83424
152	12	83446
152	12	83406
152	12	83274
152	12	83451
152	12	83454
152	12	83460
152	12	83429
152	12	83438
152	12	83428
152	12	83402
152	12	83421
152	12	83218
152	12	83422
152	12	83403
152	12	83423
152	12	83455
154	8	60597
154	8	60552
154	8	60560
154	8	60531
154	8	60543
154	8	60551
154	8	60541
154	8	60572
154	8	60504
154	8	60548
154	8	60505
154	8	60506
154	8	60539
154	8	60519
154	8	60598
154	8	60599
154	8	60502
154	8	60520
154	8	60545
154	8	60542
154	8	60512
154	8	60538
154	8	60568
154	8	60507
154	8	60511
155	8	60425
155	8	60464
155	8	60655
155	8	60471
155	8	60803
155	8	60430
155	8	60459
155	8	60465
155	8	60417
155	8	60487
155	8	60475
155	8	60477
155	8	60461
155	8	60411
155	8	60482
155	8	60827
155	8	60473
155	8	60454
155	8	60466
155	8	60406
155	8	60412
155	8	60443
155	8	60467
155	8	60401
155	8	60415
155	8	60652
155	8	60452
155	8	60419
155	8	60478
155	8	60472
155	8	60457
155	8	60422
155	8	60469
155	8	60476
155	8	60428
155	8	60426
155	8	60805
155	8	60456
155	8	60462
155	8	60455
155	8	60453
155	8	60463
155	8	60445
156	8	60675
156	8	60659
156	8	60651
156	8	60610
156	8	60602
156	8	60644
156	8	60621
156	8	60629
156	8	60647
156	8	60663
156	8	60606
156	8	60620
156	8	60673
156	8	60618
156	8	60690
156	8	60603
156	8	60608
156	8	60699
156	8	60687
156	8	60691
156	8	60616
156	8	60611
156	8	60612
156	8	60631
156	8	60625
156	8	60706
156	8	60682
156	8	60626
156	8	60657
156	8	60660
156	8	60664
156	8	60696
156	8	60640
156	8	60623
156	8	60605
156	8	60649
156	8	60630
156	8	60634
156	8	60613
156	8	60697
156	8	60609
156	8	60679
156	8	60619
156	8	60653
156	8	60677
156	8	60693
156	8	60628
156	8	60632
156	8	60646
156	8	60686
156	8	60290
156	8	60681
156	8	60641
156	8	60617
156	8	60639
156	8	60674
156	8	60712
156	8	60661
156	8	60645
156	8	60615
156	8	60636
156	8	60654
156	8	60614
156	8	60604
156	8	60668
156	8	60684
156	8	60694
156	8	60622
156	8	60643
156	8	60670
156	8	60637
156	8	60656
156	8	60695
156	8	60624
156	8	60689
156	8	60601
156	8	60678
156	8	60685
156	8	60680
158	8	60011
158	8	60050
158	8	60049
158	8	60051
158	8	60084
158	8	60041
158	8	60072
158	8	60118
158	8	60170
158	8	60081
158	8	60020
158	8	60194
158	8	60169
158	8	60179
158	8	60103
158	8	60010
158	8	60039
158	8	60047
158	8	60177
158	8	60110
158	8	60120
158	8	60195
158	8	60142
158	8	60136
158	8	60156
158	8	60124
158	8	60140
158	8	60107
158	8	60102
158	8	60071
158	8	60123
158	8	60133
158	8	60012
158	8	60192
158	8	60109
158	8	60097
158	8	60042
158	8	60014
158	8	60121
158	8	60021
161	8	60076
161	8	60077
161	8	60019
161	8	60004
161	8	60714
161	8	60040
161	8	60037
161	8	60067
161	8	60062
161	8	60053
161	8	60065
161	8	60022
161	8	60094
161	8	60055
161	8	60173
161	8	60016
161	8	60093
161	8	60203
161	8	60015
161	8	60201
161	8	60038
161	8	60006
161	8	60026
161	8	60035
161	8	60091
161	8	60025
161	8	60056
161	8	60005
161	8	60008
161	8	60018
161	8	60095
161	8	60086
161	8	60196
161	8	60082
161	8	60069
161	8	60204
161	8	60068
161	8	60043
161	8	60090
161	8	60070
161	8	60044
161	8	60017
161	8	60074
161	8	60209
161	8	60089
161	8	60202
161	8	60029
161	8	60045
161	8	60208
163	8	60521
163	8	60563
163	8	60523
163	8	60440
163	8	60503
163	8	60567
163	8	60559
163	8	60566
163	8	60522
163	8	60490
163	8	60514
163	8	60516
163	8	60540
163	8	60515
163	8	60517
163	8	60527
163	8	60532
163	8	60564
163	8	60561
163	8	60585
164	8	60927
164	8	60408
164	8	60911
164	8	60901
164	8	60468
164	8	60951
164	8	60536
164	8	60435
164	8	60946
164	8	60910
164	8	60919
164	8	60537
164	8	60442
164	8	60913
164	8	60479
164	8	60941
164	8	60447
164	8	60954
164	8	60450
164	8	60451
164	8	60491
164	8	60586
164	8	60935
164	8	60914
164	8	60940
164	8	60449
164	8	60922
164	8	60439
164	8	60944
164	8	60448
164	8	60961
164	8	60912
164	8	60444
164	8	60410
164	8	60433
164	8	60969
164	8	60915
164	8	60446
164	8	60424
164	8	60404
164	8	60407
164	8	60431
164	8	60481
164	8	60950
164	8	60434
164	8	60917
164	8	60423
164	8	60432
164	8	60436
164	8	60956
164	8	60441
164	8	60544
164	8	60403
164	8	60474
164	8	60421
164	8	60416
166	8	60172
166	8	60137
166	8	60804
166	8	60148
166	8	60160
166	8	60688
166	8	60175
166	8	60189
166	8	60458
166	8	60159
166	8	60165
166	8	60184
166	8	60162
166	8	60132
166	8	60302
166	8	60139
166	8	60141
166	8	60707
166	8	60161
166	8	60402
166	8	60101
166	8	60305
166	8	60304
166	8	60526
166	8	60116
166	8	60126
166	8	60117
166	8	60558
166	8	60480
166	8	60147
166	8	60174
166	8	60193
166	8	60666
166	8	60525
166	8	60191
166	8	60188
166	8	60164
166	8	60501
166	8	60122
166	8	60185
166	8	60510
166	8	60125
166	8	60181
166	8	60301
166	8	60153
166	8	60638
166	8	60009
166	8	60143
166	8	60130
166	8	60128
166	8	60168
166	8	60155
166	8	60303
166	8	60186
166	8	60546
166	8	60399
166	8	60190
166	8	60119
166	8	60007
166	8	60108
166	8	60183
166	8	60171
166	8	60131
166	8	60163
166	8	60154
166	8	60513
166	8	60176
166	8	60157
166	8	60499
166	8	60144
166	8	60138
166	8	60570
166	8	60134
166	8	60104
166	8	60199
166	8	60701
166	8	60106
166	8	60187
166	8	60197
166	8	60555
170	8	61605
170	8	61528
170	8	61650
170	8	61562
170	8	61448
170	8	61571
170	8	61531
170	8	61432
170	8	61537
170	8	61311
170	8	61462
170	8	61469
170	8	61467
170	8	61433
170	8	61607
170	8	61641
170	8	61373
170	8	61491
170	8	61526
170	8	61410
170	8	61316
170	8	61629
170	8	61435
170	8	61431
170	8	61519
170	8	61611
170	8	61423
170	8	61643
170	8	61559
170	8	61553
170	8	61742
170	8	61547
170	8	61370
170	8	61312
170	8	61530
170	8	61568
170	8	61447
170	8	61655
170	8	61329
170	8	60549
170	8	61413
170	8	61771
170	8	61548
170	8	61542
170	8	61601
170	8	61614
170	8	61369
170	8	61570
170	8	61477
170	8	61610
170	8	61517
170	8	61552
170	8	61321
170	8	61654
170	8	61458
170	8	61443
170	8	61451
170	8	61635
170	8	61540
170	8	61317
170	8	61760
170	8	61523
170	8	61613
170	8	61539
170	8	61524
170	8	61466
170	8	61520
170	8	61656
170	8	61564
170	8	61747
170	8	61430
170	8	61427
170	8	61415
170	8	61421
170	8	61721
170	8	61652
170	8	61419
170	8	61555
170	8	61516
170	8	61341
170	8	61554
170	8	61734
170	8	61535
170	8	61453
170	8	61563
170	8	61543
170	8	61436
170	8	61529
170	8	61533
170	8	61489
170	8	61348
170	8	61490
170	8	61434
170	8	61536
170	8	61417
170	8	61759
170	8	61345
170	8	61320
170	8	61603
170	8	61525
170	8	60437
170	8	61362
170	8	60557
170	8	60920
170	8	61541
170	8	61633
170	8	61534
170	8	61545
170	8	61428
170	8	61474
170	8	61327
170	8	61572
170	8	61424
170	8	61606
170	8	61350
170	8	61301
170	8	61569
170	8	61630
170	8	61313
170	8	61472
170	8	61483
170	8	61604
170	8	61375
170	8	61465
170	8	61638
170	8	61401
170	8	61612
170	8	61625
170	8	61325
170	8	61358
170	8	61335
170	8	61729
170	8	61336
170	8	61414
170	8	61561
170	8	61360
170	8	61354
170	8	60420
170	8	61364
170	8	61449
170	8	61334
170	8	61402
170	8	61546
170	8	61755
170	8	61653
170	8	61639
170	8	61616
170	8	61602
170	8	61479
170	8	61363
170	8	60470
170	8	61488
170	8	61637
170	8	61565
170	8	61636
170	8	61439
170	8	61485
170	8	61377
170	8	61615
170	8	61733
170	8	61550
170	8	61651
170	8	61333
170	8	61332
170	8	61532
170	8	62682
170	8	61558
170	8	61326
170	8	61340
170	8	61634
170	8	61412
170	8	61426
171	8	61103
171	8	61109
171	8	61008
171	8	61048
171	8	61115
171	8	61101
171	8	61314
171	8	61337
171	8	61346
171	8	61059
171	8	61031
171	8	61054
171	8	61088
171	8	61046
171	8	61322
171	8	61106
171	8	61261
171	8	60098
171	8	61030
171	8	61062
171	8	60145
171	8	61084
171	8	61018
171	8	61032
171	8	61091
171	8	61359
171	8	61027
171	8	60178
171	8	61270
171	8	60180
171	8	61071
171	8	61243
171	8	61353
171	8	61104
171	8	61014
171	8	61087
171	8	60115
171	8	61052
171	8	61331
171	8	61019
171	8	60556
171	8	61342
171	8	61011
171	8	61042
171	8	61374
171	8	61328
171	8	61112
171	8	60518
171	8	61024
171	8	61368
171	8	61107
171	8	61361
171	8	61079
171	8	60033
171	8	61043
171	8	61020
171	8	61105
171	8	61277
171	8	61378
171	8	61110
171	8	61338
171	8	60111
171	8	61081
171	8	61063
171	8	61013
171	8	60034
171	8	61016
171	8	61044
171	8	61015
171	8	60530
171	8	61012
171	8	61330
171	8	60550
171	8	61068
171	8	61344
171	8	61114
171	8	61057
171	8	61315
171	8	61001
171	8	61064
171	8	61010
171	8	61102
171	8	61021
171	8	60112
171	8	61039
171	8	61078
171	8	61379
171	8	61073
171	8	61085
171	8	61356
171	8	61310
171	8	61049
171	8	61131
171	8	61007
171	8	60150
171	8	61371
171	8	60151
171	8	60113
171	8	61053
171	8	61067
171	8	61323
171	8	61065
171	8	60146
171	8	60135
171	8	61070
171	8	61258
171	8	61077
171	8	61051
171	8	61283
171	8	61372
171	8	61130
171	8	61006
171	8	61108
171	8	61318
171	8	61367
171	8	60129
171	8	61037
171	8	61132
171	8	61038
171	8	61349
171	8	61126
171	8	60152
171	8	61560
171	8	61111
171	8	61376
171	8	61072
171	8	61047
171	8	61125
171	8	60001
171	8	61061
171	8	60553
172	8	62650
172	8	62522
172	8	62639
172	8	62794
172	8	62069
172	8	62473
172	8	62722
172	8	62467
172	8	62458
172	8	62518
172	8	62706
172	8	62665
172	8	62539
172	8	62622
172	8	62711
172	8	62746
172	8	62346
172	8	62644
172	8	62345
172	8	62762
172	8	62885
172	8	62554
172	8	62479
172	8	62571
172	8	62358
172	8	62365
172	8	62501
172	8	62618
172	8	62448
172	8	61411
172	8	61913
172	8	62424
172	8	62531
172	8	61441
172	8	62726
172	8	62643
172	8	62534
172	8	62543
172	8	62561
172	8	62736
172	8	62692
172	8	62515
172	8	62651
172	8	61749
172	8	62786
172	8	62334
172	8	62077
172	8	62880
172	8	62655
172	8	62878
172	8	62777
172	8	62667
172	8	61484
172	8	62319
172	8	62631
172	8	62465
172	8	62601
172	8	62656
172	8	61756
172	8	63471
172	8	62666
172	8	62626
172	8	62664
172	8	62677
172	8	62354
172	8	61475
172	8	61951
172	8	62555
172	8	62520
172	8	62704
172	8	62019
172	8	62557
172	8	62356
172	8	62461
172	8	62691
172	8	62572
172	8	62085
172	8	62517
172	8	62712
172	8	62514
172	8	62361
172	8	63439
172	8	63438
172	8	62009
172	8	62694
172	8	62628
172	8	62615
172	8	62683
172	8	62621
172	8	62690
172	8	62681
172	8	62533
172	8	62675
172	8	61455
172	8	62414
172	8	61936
172	8	62858
172	8	61937
172	8	62781
172	8	61420
172	8	62763
172	8	62635
172	8	62032
172	8	62764
172	8	62093
172	8	62033
172	8	63448
172	8	62565
172	8	61750
172	8	62688
172	8	62756
172	8	62098
172	8	62721
172	8	62526
172	8	62660
172	8	62617
172	8	62640
172	8	61777
172	8	62668
172	8	62525
172	8	62089
172	8	62630
172	8	62536
172	8	62791
172	8	62684
172	8	62445
172	8	62757
172	8	62689
172	8	62673
172	8	61422
172	8	62359
172	8	62314
172	8	62767
172	8	62611
172	8	62367
172	8	62716
172	8	62434
172	8	62375
172	8	62642
172	8	62570
172	8	62370
172	8	62538
172	8	62056
172	8	62362
172	8	62349
172	8	62670
172	8	61957
172	8	62357
172	8	62659
172	8	62761
172	8	62336
172	8	63463
172	8	62320
172	8	62796
172	8	62306
172	8	61440
172	8	62326
172	8	62685
172	8	62050
172	8	62540
172	8	62444
172	8	62016
172	8	62879
172	8	62613
172	8	62443
172	8	62075
172	8	62638
172	8	62348
172	8	62568
172	8	62044
172	8	62080
172	8	62627
172	8	62376
172	8	61416
172	8	62091
172	8	62633
172	8	62537
172	8	62076
172	8	62422
172	8	63457
172	8	63469
172	8	62366
172	8	62560
172	8	62512
172	8	63440
172	8	62663
172	8	62573
172	8	62438
172	8	62436
172	8	61925
172	8	62324
172	8	62323
172	8	62353
172	8	62321
172	8	62558
172	8	62023
172	8	62695
172	8	61914
172	8	61450
172	8	62510
172	8	62078
172	8	62824
172	8	62316
172	8	62301
172	8	62701
172	8	62662
172	8	62523
172	8	62535
172	8	62524
172	8	62544
172	8	62360
172	8	62017
172	8	62719
172	8	62705
172	8	62513
172	8	62325
172	8	61470
172	8	62530
172	8	62551
172	8	62766
172	8	62363
172	8	62051
172	8	61751
172	8	62541
172	8	62411
172	8	62344
172	8	61452
172	8	62373
172	8	63447
172	8	62049
172	8	62340
172	8	63435
172	8	62082
172	8	62715
172	8	62070
172	8	61471
172	8	62355
172	8	62428
172	8	62776
172	8	62624
172	8	62546
172	8	62094
172	8	62347
172	8	62341
172	8	62545
172	8	62548
172	8	62769
172	8	62519
172	8	61727
172	8	62550
172	8	61929
172	8	62625
172	8	62703
172	8	62379
172	8	62311
172	8	62462
172	8	63452
172	8	62374
172	8	62649
172	8	62312
172	8	62426
172	8	62553
172	8	62857
172	8	62612
172	8	62671
172	8	62378
172	8	62329
172	8	62352
172	8	62092
172	8	62521
172	8	62081
172	8	62899
172	8	62083
172	8	62723
172	8	62610
172	8	62330
172	8	62418
172	8	62693
172	8	62351
172	8	63454
172	8	61482
172	8	61438
172	8	62380
172	8	61501
172	8	62471
172	8	62672
172	8	62463
172	8	62338
172	8	61818
172	8	62707
172	8	62431
172	8	62027
172	8	62532
172	8	62661
172	8	62629
172	8	62634
172	8	62702
172	8	61911
172	8	62839
172	8	62713
172	8	62015
172	8	62305
172	8	62549
172	8	62401
172	8	62708
172	8	62567
172	8	62011
172	8	61567
172	8	62765
172	8	62674
172	8	62739
172	8	62313
172	8	61459
172	8	62547
172	8	62556
172	8	62339
173	8	61930
173	8	61826
173	8	61773
173	8	61880
173	8	61840
173	8	61870
173	8	60945
173	8	60966
173	8	61814
173	8	61850
173	8	60939
173	8	61866
173	8	61820
173	8	47952
173	8	62440
173	8	62474
173	8	61812
173	8	61843
